,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day,normalized_attendance
271,2017,4,8/25/2017,0,2,2,0,5,8,0,4,2,291,2,104,4,2,2017,8,25,0
272,2017,4,8/24/2017,2,2,2,0,5,28,0,2,2,271,1,58,3,1,2017,8,24,0
273,2017,4,8/24/2017,2,1,2,0,5,28,0,2,2,385,1,50,2,1,2017,8,24,0
274,2017,1,7/31/2017,1,2,2,0,5,15,0,4,2,419,1,207,5,2,2017,7,31,0
275,2017,5,8/30/2017,4,1,2,0,6,12,0,4,2,381,2,84,3,1,2017,8,30,0
276,2017,0,7/28/2017,0,0,2,0,2,16,1,4,2,455,2,266,5,2,2017,7,28,0
277,2017,11,10/20/2017,0,0,2,0,5,15,0,4,2,386,1,61,3,1,2017,10,20,0
278,2017,10,10/11/2017,4,0,2,0,5,15,0,4,2,386,1,109,4,2,2017,10,11,0
279,2017,11,10/16/2017,1,0,2,0,2,17,0,4,2,424,2,122,4,2,2017,10,16,0
280,2017,4,8/24/2017,2,0,2,0,5,8,0,4,2,447,1,140,4,2,2017,8,24,0
281,2017,7,9/14/2017,2,2,2,0,2,16,0,4,2,452,1,106,4,2,2017,9,14,0
282,2017,6,9/6/2017,4,2,2,0,2,16,0,4,2,409,2,105,4,2,2017,9,6,0
283,2017,2,8/11/2017,0,2,2,0,5,8,0,4,2,291,2,134,4,2,2017,8,11,0
284,2017,7,9/12/2017,3,0,2,0,6,11,0,4,2,366,2,126,4,2,2017,9,12,0
285,2017,7,9/11/2017,1,2,2,0,2,16,0,4,2,457,2,134,4,2,2017,9,11,0
286,2017,3,8/15/2017,3,2,2,0,2,16,0,4,2,452,2,86,3,1,2017,8,15,0
287,2017,7,9/13/2017,4,2,2,0,5,8,0,4,2,447,1,84,3,1,2017,9,13,0
288,2017,7,9/13/2017,4,3,2,0,6,22,0,4,0,62,1,55,3,1,2017,9,13,0
289,2017,10,10/12/2017,2,0,2,0,5,15,0,4,2,419,1,81,3,1,2017,10,12,0
290,2017,10,10/12/2017,2,0,2,0,0,29,0,4,2,354,2,83,3,1,2017,10,12,0
291,2017,4,8/24/2017,2,1,2,0,6,7,1,2,2,304,1,87,3,1,2017,8,24,0
292,2017,6,9/6/2017,4,0,2,0,5,15,0,4,2,386,1,107,4,2,2017,9,6,0
293,2017,2,8/10/2017,2,2,2,0,5,28,0,2,2,271,1,69,3,1,2017,8,10,0
294,2017,2,8/10/2017,2,1,2,0,5,28,0,2,2,385,1,63,3,1,2017,8,10,0
295,2017,10,10/11/2017,4,2,2,0,2,16,0,4,2,409,2,80,3,1,2017,10,11,0
296,2017,11,10/20/2017,0,2,2,0,5,8,0,4,2,291,2,72,3,1,2017,10,20,0
297,2017,10,10/11/2017,4,3,2,0,6,22,0,4,0,62,1,50,2,1,2017,10,11,0
298,2017,7,9/11/2017,1,1,2,0,2,17,0,4,0,320,1,144,4,2,2017,9,11,0
299,2017,7,9/13/2017,4,0,2,0,5,28,0,4,2,403,1,113,4,2,2017,9,13,0
300,2017,7,9/12/2017,3,2,2,0,5,8,0,4,2,381,2,143,4,2,2017,9,12,0
301,2017,2,8/10/2017,2,0,2,0,5,8,0,4,2,447,1,184,4,2,2017,8,10,0
302,2017,5,8/30/2017,4,2,2,0,5,8,0,4,2,447,1,78,3,1,2017,8,30,0
303,2017,10,10/13/2017,0,0,2,0,5,15,0,4,2,386,1,89,3,1,2017,10,13,0
304,2017,11,10/16/2017,1,2,2,0,5,15,0,4,2,419,1,107,4,2,2017,10,16,0
305,2017,1,7/31/2017,1,0,2,0,5,28,0,4,2,403,1,118,4,2,2017,7,31,0
306,2017,7,9/12/2017,3,2,2,0,2,16,0,4,2,452,2,99,3,1,2017,9,12,0
307,2017,6,9/6/2017,4,0,2,0,2,16,0,4,2,457,1,156,4,2,2017,9,6,0
308,2017,10,10/11/2017,4,2,2,0,5,8,0,4,2,447,1,58,3,1,2017,10,11,0
309,2017,2,8/11/2017,0,0,2,0,2,16,1,4,2,455,2,227,5,2,2017,8,11,0
310,2017,10,10/11/2017,4,1,2,0,6,12,0,4,2,381,2,57,3,1,2017,10,11,0
311,2017,10,10/11/2017,4,0,2,0,2,16,0,4,2,457,1,106,4,2,2017,10,11,0
312,2017,10,10/12/2017,2,2,2,0,2,16,0,4,2,452,1,77,3,1,2017,10,12,0
313,2017,10,10/10/2017,3,2,2,0,5,8,0,4,2,381,2,112,4,2,2017,10,10,0
314,2017,7,9/11/2017,1,1,2,0,2,16,1,4,2,447,2,60,3,1,2017,9,11,0
315,2017,7,9/12/2017,3,1,2,0,2,16,0,4,2,459,2,121,4,2,2017,9,12,0
316,2017,1,7/31/2017,1,2,2,0,2,16,0,4,2,457,2,193,4,2,2017,7,31,0
317,2017,2,8/9/2017,4,2,3,0,5,4,0,4,2,122,1,73,3,1,2017,8,9,0
318,2017,2,8/9/2017,4,0,3,0,2,21,0,4,2,219,1,111,4,2,2017,8,9,0
319,2017,4,8/23/2017,4,1,3,0,5,6,0,4,2,185,1,100,3,2,2017,8,23,0
320,2017,9,10/4/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,4,0
321,2017,8,9/20/2017,4,1,3,0,5,6,0,4,2,185,1,159,4,2,2017,9,20,0
322,2017,4,8/23/2017,4,2,3,0,2,17,0,4,2,134,2,28,1,1,2017,8,23,0
323,2017,11,10/18/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,18,0
324,2017,1,8/4/2017,0,0,3,0,5,28,0,2,2,128,1,52,3,1,2017,8,4,0
325,2017,11,10/18/2017,4,0,3,0,2,21,0,4,2,219,1,60,3,1,2017,10,18,0
326,2017,4,8/23/2017,4,0,3,0,0,29,0,4,2,88,2,49,2,1,2017,8,23,0
327,2017,6,9/7/2017,2,2,3,0,0,29,0,4,2,115,2,33,2,1,2017,9,7,0
328,2017,9,10/4/2017,4,1,3,0,5,6,0,4,2,185,1,64,3,1,2017,10,4,0
329,2017,9,10/4/2017,4,0,3,0,2,21,0,4,2,219,1,82,3,1,2017,10,4,0
330,2017,0,7/24/2017,1,2,3,0,4,9,0,4,2,222,1,125,4,2,2017,7,24,0
331,2017,8,9/20/2017,4,0,3,0,2,21,0,4,2,219,1,70,3,1,2017,9,20,0
332,2017,1,8/3/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,3,0
333,2017,2,8/9/2017,4,1,3,0,5,4,0,4,2,99,2,91,3,1,2017,8,9,0
334,2017,8,9/22/2017,0,1,3,0,5,6,0,4,2,185,1,50,2,1,2017,9,22,0
335,2017,2,8/9/2017,4,2,3,0,2,17,0,4,2,134,2,34,2,1,2017,8,9,0
336,2017,8,9/20/2017,4,0,3,0,0,29,0,4,2,88,2,40,2,1,2017,9,20,0
337,2017,1,8/4/2017,0,2,3,0,2,21,0,4,2,188,1,69,3,1,2017,8,4,0
338,2017,1,8/4/2017,0,2,3,0,5,8,0,4,2,151,2,91,3,1,2017,8,4,0
339,2017,1,8/4/2017,0,1,3,0,5,6,0,4,2,185,1,101,4,2,2017,8,4,0
340,2017,9,10/4/2017,4,0,3,0,0,29,0,4,2,88,2,42,2,1,2017,10,4,0
341,2017,8,9/18/2017,1,2,3,0,4,9,0,4,2,222,1,70,3,1,2017,9,18,0
342,2017,9,10/4/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,10,4,0
343,2017,1,8/4/2017,0,0,3,0,0,29,0,4,2,94,2,93,3,1,2017,8,4,0
344,2017,11,10/18/2017,4,2,3,0,5,4,0,4,2,122,1,47,2,1,2017,10,18,0
345,2017,12,10/23/2017,1,2,3,0,4,9,0,4,2,222,1,25,1,1,2017,10,23,0
346,2017,8,9/20/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,9,20,0
347,2017,1,8/3/2017,2,0,3,0,1,0,0,4,2,197,1,142,4,2,2017,8,3,0
348,2017,11,10/18/2017,4,0,3,0,0,29,0,4,2,88,2,36,2,1,2017,10,18,0
349,2017,4,8/22/2017,3,2,3,0,2,25,1,1,2,214,4,178,4,2,2017,8,22,0
350,2017,5,8/31/2017,2,0,3,0,5,28,0,4,2,81,1,28,1,1,2017,8,31,0
351,2017,2,8/8/2017,3,1,3,0,0,31,0,4,2,167,1,81,3,1,2017,8,8,0
352,2017,2,8/8/2017,3,2,3,0,2,25,1,1,2,214,4,174,4,2,2017,8,8,0
353,2017,5,8/31/2017,2,3,3,0,2,16,1,4,0,126,3,78,3,1,2017,8,31,0
354,2017,3,8/17/2017,2,0,3,0,5,28,0,4,2,81,1,36,2,1,2017,8,17,0
355,2017,3,8/17/2017,2,3,3,0,2,16,1,4,0,126,3,77,3,1,2017,8,17,0
356,2017,1,8/2/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,8,2,1
357,2017,6,9/6/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,9,6,0
358,2017,2,8/9/2017,4,1,3,0,5,6,0,4,2,185,1,127,4,2,2017,8,9,0
359,2017,2,8/9/2017,4,0,3,0,0,29,0,4,2,88,2,57,3,1,2017,8,9,0
360,2017,4,8/22/2017,3,3,3,0,2,16,0,4,0,234,3,102,4,2,2017,8,22,0
361,2017,4,8/21/2017,1,2,3,0,4,9,0,4,2,222,1,103,4,2,2017,8,21,0
362,2017,5,8/31/2017,2,2,3,0,0,29,0,4,2,115,2,40,2,1,2017,8,31,0
363,2017,3,8/18/2017,0,2,3,0,5,8,0,4,2,151,2,80,3,1,2017,8,18,0
364,2017,2,8/7/2017,1,2,3,0,4,9,0,4,2,222,1,127,4,2,2017,8,7,0
365,2017,8,9/19/2017,3,2,3,0,2,25,1,1,2,214,4,124,4,2,2017,9,19,0
366,2017,7,9/14/2017,2,0,3,0,5,28,0,4,2,81,1,69,3,1,2017,9,14,0
367,2017,11,10/17/2017,3,2,3,0,2,25,1,1,2,214,4,80,3,1,2017,10,17,0
368,2017,11,10/16/2017,1,2,3,0,4,9,0,4,2,222,1,43,2,1,2017,10,16,0
369,2017,4,8/23/2017,4,0,3,0,2,21,0,4,2,219,1,109,4,2,2017,8,23,0
370,2017,12,10/26/2017,2,3,3,0,2,16,1,4,0,126,3,49,2,1,2017,10,26,0
371,2017,4,8/22/2017,3,1,3,0,0,31,0,4,2,167,1,43,2,1,2017,8,22,0
372,2017,1,8/3/2017,2,2,3,0,0,29,0,4,2,115,2,80,3,1,2017,8,3,0
373,2017,4,8/21/2017,1,1,3,0,5,6,1,4,2,183,1,112,4,2,2017,8,21,0
374,2017,8,9/22/2017,0,2,3,0,5,8,0,4,2,151,2,49,2,1,2017,9,22,0
375,2017,9,10/6/2017,0,2,3,0,5,8,0,4,2,151,2,60,3,1,2017,10,6,0
376,2017,2,8/7/2017,1,0,3,0,0,20,0,4,2,173,2,133,4,2,2017,8,7,0
377,2017,6,9/4/2017,1,2,3,0,4,9,0,4,2,222,1,71,3,1,2017,9,4,0
378,2017,3,8/17/2017,2,2,3,0,0,29,0,4,2,115,2,51,2,1,2017,8,17,0
379,2017,6,9/4/2017,1,0,3,0,0,20,0,4,2,173,2,106,4,2,2017,9,4,0
380,2017,1,8/2/2017,4,2,3,0,5,4,0,4,2,122,1,96,3,1,2017,8,2,0
381,2017,7,9/14/2017,2,3,3,0,2,16,1,4,0,126,3,65,3,1,2017,9,14,0
382,2017,12,10/26/2017,2,0,3,0,1,0,0,4,2,197,1,119,4,2,2017,10,26,0
383,2017,0,7/26/2017,4,0,3,0,0,29,0,4,2,88,2,75,3,1,2017,7,26,0
384,2017,9,10/6/2017,0,1,3,0,5,6,0,4,2,185,1,52,3,1,2017,10,6,0
385,2017,4,8/21/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,21,0
386,2017,7,9/14/2017,2,1,3,0,5,6,1,4,2,183,1,55,3,1,2017,9,14,0
387,2017,5,8/31/2017,2,0,3,0,1,0,0,4,2,197,1,84,3,1,2017,8,31,0
388,2017,4,8/21/2017,1,0,3,0,0,20,0,4,2,173,2,70,3,1,2017,8,21,0
389,2017,3,8/18/2017,0,0,3,0,5,28,0,2,2,128,1,37,2,1,2017,8,18,0
390,2017,2,8/8/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,8,0
391,2017,0,7/24/2017,1,0,3,0,0,20,0,4,2,173,2,136,4,2,2017,7,24,0
392,2017,6,9/6/2017,4,1,3,0,5,4,0,4,2,99,2,25,1,1,2017,9,6,0
393,2017,0,7/24/2017,1,3,3,0,2,16,0,4,0,95,3,74,3,1,2017,7,24,0
394,2017,8,9/18/2017,1,3,3,0,2,16,0,4,0,95,3,46,2,1,2017,9,18,0
395,2017,1,8/2/2017,4,0,3,0,2,21,0,4,2,219,1,140,4,2,2017,8,2,0
396,2017,8,9/20/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,9,20,1
397,2017,5,9/1/2017,0,2,3,0,5,8,0,4,2,151,2,76,3,1,2017,9,1,0
398,2017,5,9/1/2017,0,2,3,0,2,21,0,4,2,188,1,25,1,1,2017,9,1,0
399,2017,7,9/14/2017,2,0,3,0,1,0,0,4,2,197,1,61,3,1,2017,9,14,0
400,2017,5,8/31/2017,2,1,3,0,5,6,1,4,2,183,1,51,2,1,2017,8,31,0
401,2017,6,9/5/2017,3,3,3,0,2,16,0,4,0,234,3,127,4,2,2017,9,5,0
402,2017,9,10/3/2017,3,2,3,0,2,25,1,1,2,214,4,104,4,2,2017,10,3,0
403,2017,2,8/7/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,7,0
404,2017,3,8/18/2017,0,0,3,0,0,29,0,4,2,94,2,89,3,1,2017,8,18,0
405,2017,10,10/9/2017,1,1,3,0,5,6,1,4,2,183,1,78,3,1,2017,10,9,0
406,2017,9,10/6/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,10,6,0
407,2017,3,8/17/2017,2,1,3,0,5,6,1,4,2,183,1,70,3,1,2017,8,17,0
408,2017,2,8/7/2017,1,2,3,0,6,19,1,4,1,109,2,61,3,1,2017,8,7,0
409,2017,0,7/26/2017,4,2,3,0,5,4,0,4,2,122,1,79,3,1,2017,7,26,0
410,2017,6,9/6/2017,4,0,3,0,0,29,0,4,2,88,2,38,2,1,2017,9,6,0
411,2017,4,8/23/2017,4,2,3,0,5,4,0,4,2,122,1,72,3,1,2017,8,23,0
412,2017,7,9/14/2017,2,2,3,0,0,29,0,4,2,115,2,32,2,1,2017,9,14,0
413,2017,3,8/17/2017,2,0,3,0,1,0,0,4,2,197,1,127,4,2,2017,8,17,0
414,2017,6,9/4/2017,1,3,3,0,2,16,0,4,0,95,3,91,3,1,2017,9,4,0
415,2017,8,9/21/2017,2,2,3,0,0,29,0,4,2,115,2,27,1,1,2017,9,21,0
416,2017,7,9/13/2017,4,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,9,13,0
417,2017,5,8/30/2017,4,0,3,0,0,29,0,4,2,88,2,30,1,1,2017,8,30,0
418,2017,0,7/26/2017,4,0,3,0,2,21,0,4,2,219,1,141,4,2,2017,7,26,0
419,2017,0,7/26/2017,4,1,3,0,5,6,0,4,2,185,1,118,4,2,2017,7,26,0
420,2017,5,9/1/2017,0,1,3,0,5,6,0,4,2,185,1,65,3,1,2017,9,1,0
421,2017,10,10/12/2017,2,3,3,0,2,16,1,4,0,126,3,107,4,2,2017,10,12,0
422,2017,9,10/3/2017,3,3,3,0,2,16,0,4,0,234,3,58,3,1,2017,10,3,0
423,2017,2,8/7/2017,1,1,3,0,5,6,1,4,2,183,1,143,4,2,2017,8,7,0
424,2017,8,9/21/2017,2,1,3,0,5,6,1,4,2,183,1,35,2,1,2017,9,21,0
425,2017,6,9/4/2017,1,1,3,0,5,6,1,4,2,183,1,90,3,1,2017,9,4,0
426,2017,8,9/22/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,9,22,0
427,2017,6,9/5/2017,3,2,3,0,2,25,1,1,2,214,4,160,4,2,2017,9,5,0
428,2017,3,8/16/2017,4,1,3,0,5,6,0,4,2,185,1,95,3,1,2017,8,16,0
429,2017,11,10/17/2017,3,3,3,0,2,16,0,4,0,234,3,131,4,2,2017,10,17,0
430,2017,10,10/9/2017,1,2,3,0,6,19,1,4,1,109,2,41,2,1,2017,10,9,0
431,2017,5,8/30/2017,4,1,3,0,5,6,0,4,2,185,1,157,4,2,2017,8,30,0
432,2017,10,10/10/2017,3,1,3,0,0,31,0,4,2,167,1,34,2,1,2017,10,10,0
433,2017,0,7/26/2017,4,2,3,0,2,17,0,4,2,134,2,81,3,1,2017,7,26,0
434,2017,5,8/30/2017,4,1,3,0,5,4,0,4,2,99,2,65,3,1,2017,8,30,0
435,2017,1,8/2/2017,4,2,3,0,2,17,0,4,2,134,2,47,2,1,2017,8,2,0
436,2017,5,8/29/2017,3,1,3,0,0,31,0,4,2,167,1,41,2,1,2017,8,29,0
437,2017,3,8/18/2017,0,2,3,0,2,21,0,4,2,188,1,52,3,1,2017,8,18,0
438,2017,3,8/16/2017,4,2,3,0,2,17,0,4,2,134,2,38,2,1,2017,8,16,0
439,2017,1,8/3/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,3,0
440,2017,5,9/1/2017,0,0,3,0,5,28,0,2,2,128,1,27,1,1,2017,9,1,0
441,2017,9,10/5/2017,2,1,3,0,5,6,1,4,2,183,1,46,2,1,2017,10,5,0
442,2017,10,10/11/2017,4,1,3,0,5,4,0,4,2,99,2,41,2,1,2017,10,11,0
443,2017,1,7/31/2017,1,2,3,0,6,19,1,4,1,109,2,71,3,1,2017,7,31,0
444,2017,10,10/10/2017,3,3,3,0,2,16,0,4,0,234,3,112,4,2,2017,10,10,0
445,2017,10,10/10/2017,3,2,3,0,2,25,1,1,2,214,4,115,4,2,2017,10,10,0
446,2017,1,8/2/2017,4,0,3,0,0,29,0,4,2,88,2,72,3,1,2017,8,2,0
447,2017,11,10/16/2017,1,2,3,0,6,19,1,4,1,109,2,52,3,1,2017,10,16,0
448,2017,5,8/29/2017,3,3,3,0,2,16,0,4,0,234,3,136,4,2,2017,8,29,0
449,2017,3,8/16/2017,4,0,3,0,0,29,0,4,2,88,2,53,3,1,2017,8,16,0
450,2017,0,7/24/2017,1,1,3,0,5,6,1,4,2,183,1,130,4,2,2017,7,24,0
451,2017,7,9/11/2017,1,2,3,0,4,9,0,4,2,222,1,73,3,1,2017,9,11,0
452,2017,7,9/12/2017,3,2,3,0,2,25,1,1,2,214,4,141,4,2,2017,9,12,0
453,2017,5,8/29/2017,3,2,3,0,2,25,1,1,2,214,4,180,4,2,2017,8,29,0
454,2017,8,9/18/2017,1,1,3,0,5,6,1,4,2,183,1,85,3,1,2017,9,18,0
455,2017,9,10/5/2017,2,0,3,0,1,0,0,4,2,197,1,65,3,1,2017,10,5,0
456,2017,11,10/19/2017,2,1,3,0,5,6,1,4,2,183,1,40,2,1,2017,10,19,0
457,2017,1,7/31/2017,1,1,3,0,5,6,1,4,2,183,1,160,4,2,2017,7,31,0
458,2017,10,10/12/2017,2,2,3,0,0,29,0,4,2,115,2,29,1,1,2017,10,12,0
459,2017,7,9/15/2017,0,1,3,0,5,6,0,4,2,185,1,55,3,1,2017,9,15,0
460,2017,9,10/3/2017,3,1,3,0,0,31,0,4,2,167,1,26,1,1,2017,10,3,0
461,2017,0,7/27/2017,2,0,3,0,5,28,0,4,2,81,1,41,2,1,2017,7,27,0
462,2017,7,9/11/2017,1,0,3,0,0,20,0,4,2,173,2,123,4,2,2017,9,11,0
463,2017,11,10/16/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,16,0
464,2017,6,9/4/2017,1,2,3,0,6,19,1,4,1,109,2,48,2,1,2017,9,4,0
465,2017,7,9/15/2017,0,0,3,0,0,29,0,4,2,94,2,85,3,1,2017,9,15,0
466,2017,10,10/11/2017,4,0,3,0,2,21,0,4,2,219,1,68,3,1,2017,10,11,0
467,2017,7,9/13/2017,4,0,3,0,0,29,0,4,2,88,2,41,2,1,2017,9,13,0
468,2017,0,7/28/2017,0,1,3,0,5,6,0,4,2,185,1,87,3,1,2017,7,28,0
469,2017,10,10/9/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,9,0
470,2017,2,8/11/2017,0,1,3,0,5,6,0,4,2,185,1,83,3,1,2017,8,11,0
471,2017,0,7/25/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,7,25,0
472,2017,12,10/25/2017,4,1,3,0,5,4,0,4,2,99,2,92,3,1,2017,10,25,0
473,2017,3,8/14/2017,1,2,3,0,4,9,0,4,2,222,1,112,4,2,2017,8,14,0
474,2017,7,9/11/2017,1,3,3,0,2,16,0,4,0,95,3,68,3,1,2017,9,11,0
475,2017,3,8/18/2017,0,1,3,0,5,6,0,4,2,185,1,82,3,1,2017,8,18,0
476,2017,3,8/15/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,8,15,0
477,2017,5,8/28/2017,1,0,3,0,0,20,0,4,2,173,2,100,3,2,2017,8,28,0
478,2017,5,8/28/2017,1,2,3,0,4,9,0,4,2,222,1,62,3,1,2017,8,28,0
479,2017,8,9/18/2017,1,2,3,0,6,19,1,4,1,109,2,39,2,1,2017,9,18,0
480,2017,11,10/16/2017,1,0,3,0,0,20,0,4,2,173,2,111,4,2,2017,10,16,0
481,2017,0,7/28/2017,0,2,3,0,2,21,0,4,2,188,1,55,3,1,2017,7,28,0
482,2017,3,8/16/2017,4,2,3,0,5,4,0,4,2,122,1,70,3,1,2017,8,16,0
483,2017,2,8/10/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,10,0
484,2017,5,8/28/2017,1,2,3,0,6,19,1,4,1,109,2,109,4,2,2017,8,28,1
485,2017,7,9/15/2017,0,2,3,0,2,21,0,4,2,188,1,72,3,1,2017,9,15,0
486,2017,11,10/16/2017,1,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,16,0
487,2017,3,8/15/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,15,0
488,2017,4,8/21/2017,1,2,3,0,6,19,1,4,1,109,2,50,2,1,2017,8,21,0
489,2017,0,7/27/2017,2,2,3,0,0,29,0,4,2,115,2,72,3,1,2017,7,27,0
490,2017,6,9/5/2017,3,1,3,0,0,31,0,4,2,167,1,37,2,1,2017,9,5,0
491,2017,10,10/11/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,10,11,0
492,2017,1,8/3/2017,2,0,3,0,5,28,0,4,2,81,1,52,3,1,2017,8,3,0
493,2017,8,9/21/2017,2,0,3,0,5,28,0,4,2,81,1,27,1,1,2017,9,21,0
494,2017,3,8/16/2017,4,1,3,0,5,4,0,4,2,99,2,79,3,1,2017,8,16,0
495,2017,5,8/30/2017,4,0,3,0,2,21,0,4,2,219,1,107,4,2,2017,8,30,0
496,2017,10,10/12/2017,2,0,3,0,1,0,0,4,2,197,1,70,3,1,2017,10,12,0
497,2017,4,8/25/2017,0,2,3,0,5,8,0,4,2,151,2,84,3,1,2017,8,25,0
498,2017,0,7/27/2017,2,0,3,0,1,0,0,4,2,197,1,155,4,2,2017,7,27,0
499,2017,7,9/11/2017,1,1,3,0,5,6,1,4,2,183,1,88,3,1,2017,9,11,0
500,2017,7,9/12/2017,3,1,3,0,0,31,0,4,2,167,1,35,2,1,2017,9,12,0
501,2017,4,8/24/2017,2,0,3,0,5,28,0,4,2,81,1,32,2,1,2017,8,24,0
502,2017,6,9/6/2017,4,1,3,0,5,6,0,4,2,185,1,77,3,1,2017,9,6,0
503,2017,7,9/15/2017,0,0,3,0,5,28,0,2,2,128,1,40,2,1,2017,9,15,0
504,2017,10,10/13/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,10,13,0
505,2017,11,10/20/2017,0,1,3,0,5,6,0,4,2,185,1,90,3,1,2017,10,20,0
506,2017,2,8/11/2017,0,2,3,0,2,21,0,4,2,188,1,45,2,1,2017,8,11,0
507,2017,5,8/30/2017,4,2,3,0,5,4,0,4,2,122,1,61,3,1,2017,8,30,0
508,2017,10,10/12/2017,2,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,12,0
509,2017,3,8/14/2017,1,0,3,0,0,20,0,4,2,173,2,125,4,2,2017,8,14,0
510,2017,10,10/13/2017,0,2,3,0,2,21,0,4,2,188,1,28,1,1,2017,10,13,0
511,2017,3,8/14/2017,1,3,3,0,2,16,0,4,0,95,3,73,3,1,2017,8,14,0
512,2017,10,10/13/2017,0,2,3,0,5,8,0,4,2,151,2,53,3,1,2017,10,13,0
513,2017,4,8/25/2017,0,0,3,0,5,28,0,2,2,128,1,39,2,1,2017,8,25,0
514,2017,4,8/25/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,8,25,0
515,2017,7,9/12/2017,3,3,3,0,2,16,0,4,0,234,3,121,4,2,2017,9,12,0
516,2017,0,7/24/2017,1,2,3,0,6,19,1,4,1,109,2,53,3,1,2017,7,24,0
517,2017,10,10/11/2017,4,0,3,0,0,29,0,4,2,88,2,46,2,1,2017,10,11,0
518,2017,0,7/28/2017,0,2,3,0,5,8,0,4,2,151,2,97,3,1,2017,7,28,0
519,2017,0,7/28/2017,0,0,3,0,5,28,0,2,2,128,1,42,2,1,2017,7,28,0
520,2017,2,8/11/2017,0,2,3,0,5,8,0,4,2,151,2,93,3,1,2017,8,11,0
521,2017,3,8/15/2017,3,1,3,0,0,31,0,4,2,167,1,58,3,1,2017,8,15,0
522,2017,0,7/27/2017,2,1,3,0,5,6,1,4,2,183,1,80,3,1,2017,7,27,0
523,2017,4,8/25/2017,0,2,3,0,2,21,0,4,2,188,1,44,2,1,2017,8,25,0
524,2017,11,10/20/2017,0,0,3,0,0,29,0,4,2,94,2,94,3,1,2017,10,20,1
525,2017,7,9/11/2017,1,2,3,0,6,19,1,4,1,109,2,45,2,1,2017,9,11,0
526,2017,1,8/1/2017,3,1,3,0,0,31,0,4,2,167,1,70,3,1,2017,8,1,0
527,2017,0,7/27/2017,2,3,3,0,2,16,1,4,0,126,3,105,4,2,2017,7,27,0
528,2017,7,9/15/2017,0,2,3,0,5,8,0,4,2,151,2,120,4,2,2017,9,15,0
529,2017,2,8/10/2017,2,0,3,0,5,28,0,4,2,81,1,39,2,1,2017,8,10,0
530,2017,1,8/1/2017,3,2,3,0,2,25,1,1,2,214,4,198,4,2,2017,8,1,0
531,2017,2,8/11/2017,0,0,3,0,0,29,0,4,2,94,2,82,3,1,2017,8,11,0
532,2017,0,7/25/2017,3,1,3,0,0,31,0,4,2,167,1,73,3,1,2017,7,25,0
533,2017,4,8/25/2017,0,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,8,25,0
534,2017,5,8/28/2017,1,3,3,0,2,16,0,4,0,95,3,62,3,1,2017,8,28,0
535,2017,4,8/24/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,24,0
536,2017,0,7/28/2017,0,0,3,0,0,29,0,4,2,94,2,81,3,1,2017,7,28,0
537,2017,1,8/1/2017,3,3,3,0,2,16,0,4,0,234,3,184,4,2,2017,8,1,0
538,2017,1,7/31/2017,1,2,3,0,4,9,0,4,2,222,1,146,4,2,2017,7,31,0
539,2017,10,10/11/2017,4,1,3,0,5,6,0,4,2,185,1,67,3,1,2017,10,11,0
540,2017,10,10/9/2017,1,0,3,0,0,20,0,4,2,173,2,77,3,1,2017,10,9,0
541,2017,0,7/25/2017,3,3,3,0,2,16,0,4,0,234,3,180,4,2,2017,7,25,0
542,2017,4,8/24/2017,2,1,3,0,5,6,1,4,2,183,1,64,3,1,2017,8,24,0
