,week,day,time_of_day,class_type,faculty,school,joint,status,degree,enrollment,class_duration
655,9,0,2,0,5,4,1,3,2,56,1
656,7,1,0,0,5,4,0,4,2,23,1
657,0,0,2,0,5,4,1,3,2,56,1
658,0,4,2,0,6,7,0,2,0,45,2
659,10,2,1,0,5,1,0,4,2,91,2
660,8,1,0,0,0,31,0,4,2,97,1
661,7,0,2,0,5,4,1,3,2,56,1
662,2,2,1,0,5,1,0,4,2,91,2
663,8,2,0,0,0,10,0,4,2,30,2
664,5,3,0,0,5,6,0,4,2,40,1
665,2,0,2,0,5,4,1,3,2,56,1
666,3,3,2,0,0,10,0,4,2,52,1
667,10,3,0,0,5,6,0,4,2,40,1
668,4,2,0,0,0,10,0,4,2,30,2
669,1,2,0,0,0,10,0,4,2,30,2
670,11,4,2,0,0,29,0,4,2,97,1
671,7,0,0,0,5,4,0,4,2,62,1
672,7,1,0,0,0,31,0,4,2,97,1
673,7,1,2,0,0,29,0,4,2,34,1
674,4,4,2,0,0,29,0,4,2,97,1
675,1,1,0,0,0,31,0,4,2,97,1
676,10,0,0,0,5,4,0,4,2,62,1
677,0,4,1,0,1,3,0,4,2,80,4
678,4,2,0,0,5,8,0,4,2,105,1
679,1,3,0,0,5,6,0,4,2,40,1
680,1,2,0,0,5,8,0,4,2,105,1
681,4,2,1,0,5,1,0,4,2,91,2
682,2,0,0,0,5,4,0,4,2,62,1
683,7,4,1,0,0,10,0,4,2,46,2
684,2,0,2,2,2,21,0,4,2,97,1
685,3,1,0,0,0,31,0,4,2,97,1
686,0,4,2,0,0,29,0,4,2,97,1
687,9,3,2,0,0,10,0,4,2,52,1
688,8,4,2,0,6,7,0,2,0,45,2
689,10,2,0,0,5,8,0,4,2,105,1
690,10,0,2,2,2,21,0,4,2,97,1
691,2,2,0,0,5,8,0,4,2,105,1
692,10,4,1,0,0,10,0,4,2,46,2
693,10,4,1,0,1,3,0,4,2,80,4
694,11,0,2,0,5,4,1,3,2,56,1
695,1,1,0,0,5,4,0,4,2,23,1
696,5,4,2,0,0,29,0,4,2,97,1
697,10,2,0,0,0,10,0,4,2,30,2
698,1,1,1,0,5,28,0,2,2,79,1
699,10,3,2,0,0,10,0,4,2,52,1
700,11,0,2,2,2,21,0,4,2,97,1
701,10,0,2,0,5,4,1,3,2,56,1
702,0,2,0,0,5,8,0,4,2,105,1
703,11,2,1,0,5,1,0,4,2,91,2
704,5,4,2,0,6,7,0,2,0,45,2
705,10,4,2,0,6,7,0,2,0,45,2
706,10,4,2,0,0,10,0,4,2,74,1
707,7,1,1,0,5,28,0,2,2,79,1
708,7,3,2,0,0,10,0,4,2,52,1
709,3,4,1,0,0,10,0,4,2,46,2
710,2,2,0,0,0,10,0,4,2,30,2
711,4,4,1,0,1,3,0,4,2,80,4
712,7,4,2,0,0,29,0,4,2,97,1
713,11,2,0,0,5,8,0,4,2,105,1
714,10,1,1,0,5,28,0,2,2,79,1
715,10,1,2,0,0,29,0,4,2,34,1
716,1,2,1,0,5,1,0,4,2,91,2
717,1,3,2,0,0,10,0,4,2,52,1
718,5,4,1,0,1,3,0,4,2,80,4
719,3,4,2,0,0,29,0,4,2,97,1
720,3,4,2,0,6,7,0,2,0,45,2
721,10,1,0,0,5,4,0,4,2,23,1
722,7,4,2,0,6,7,0,2,0,45,2
723,9,0,2,2,2,21,0,4,2,97,1
724,3,4,1,0,1,3,0,4,2,80,4
725,9,2,0,0,5,8,0,4,2,105,1
726,8,2,0,0,5,8,0,4,2,105,1
727,9,2,2,0,5,24,0,4,2,48,2
728,7,4,1,0,1,3,0,4,2,80,4
729,4,4,2,0,6,7,0,2,0,45,2
730,8,2,2,0,5,24,0,4,2,48,2
731,9,2,1,0,5,1,0,4,2,91,2
732,12,0,2,2,2,21,0,4,2,97,1
733,11,2,0,0,0,10,0,4,2,30,2
734,10,1,0,0,0,31,0,4,2,97,1
735,9,2,0,0,0,10,0,4,2,30,2
736,1,4,2,0,5,28,0,2,2,72,1
737,4,3,2,0,5,8,0,4,2,105,2
738,2,3,2,0,5,8,0,4,2,105,2
739,2,1,0,0,5,28,0,2,2,72,1
740,1,4,2,0,4,26,0,4,2,97,1
741,7,2,0,0,5,28,0,2,2,79,1
742,2,1,1,0,4,26,0,4,2,97,1
743,4,3,0,0,5,4,0,4,2,43,2
744,0,1,0,0,5,28,0,2,2,72,1
745,9,3,0,0,5,4,0,4,2,36,1
746,5,2,0,0,0,10,0,4,0,74,1
747,4,1,0,0,5,28,0,2,2,72,1
748,7,2,0,0,0,10,0,4,0,74,1
749,0,2,0,0,5,28,0,2,2,79,1
750,5,2,2,0,0,29,0,4,2,61,2
751,1,4,0,2,2,25,0,4,2,69,1
752,8,3,2,0,5,8,0,4,2,105,2
753,2,1,2,0,4,26,0,4,2,61,2
754,9,3,2,0,5,8,0,4,2,105,2
755,9,3,0,0,5,4,0,4,2,43,2
756,6,2,0,0,5,28,0,2,2,79,1
757,4,3,0,0,5,4,0,4,2,36,1
758,4,1,1,0,4,26,0,4,2,97,1
759,1,4,0,0,5,4,1,3,2,56,2
760,1,4,1,0,4,26,0,4,2,69,1
761,6,2,0,0,0,10,0,4,0,74,1
762,0,2,0,0,4,26,0,4,2,69,1
763,3,2,0,0,4,26,0,4,2,69,1
764,0,1,2,0,4,26,0,4,2,61,2
765,5,2,0,0,5,28,0,2,2,79,1
766,2,3,0,0,5,4,0,4,2,43,2
767,7,2,2,0,0,29,0,4,2,61,2
768,11,3,0,0,5,4,0,4,2,36,1
769,11,3,2,0,5,8,0,4,2,105,2
770,0,2,0,0,0,10,0,4,0,74,1
771,11,1,1,0,4,26,0,4,2,97,1
772,10,2,0,0,0,10,0,4,0,74,1
773,8,1,2,0,4,26,0,4,2,61,2
774,6,1,0,0,5,28,0,2,2,72,1
775,4,1,2,0,5,4,0,4,2,62,1
776,0,1,1,0,4,26,0,4,2,97,1
777,3,3,0,0,5,4,0,4,2,43,2
778,6,1,2,0,4,26,0,4,2,61,2
779,11,2,0,0,5,28,0,2,2,79,1
780,8,3,0,0,5,4,0,4,2,43,2
781,0,3,2,0,5,8,0,4,2,105,2
782,9,4,0,0,5,4,1,3,2,56,2
783,11,3,0,0,5,4,0,4,2,43,2
784,6,1,1,0,4,26,0,4,2,97,1
785,0,2,1,0,5,6,1,4,2,33,1
786,6,4,0,0,5,4,1,3,2,56,2
787,10,4,2,0,4,26,0,4,2,97,1
788,11,1,2,0,4,26,0,4,2,61,2
789,8,1,0,0,5,28,0,2,2,72,1
790,4,1,2,0,4,26,0,4,2,61,2
791,3,2,2,0,0,29,0,4,2,61,2
792,3,2,0,0,5,28,0,2,2,79,1
793,10,2,0,0,5,28,0,2,2,79,1
794,3,3,0,0,5,4,0,4,2,36,1
795,9,4,2,0,4,26,0,4,2,97,1
796,7,3,0,0,5,4,0,4,2,36,1
797,6,2,2,0,0,29,0,4,2,61,2
798,7,3,2,0,5,8,0,4,2,105,2
799,10,4,2,0,5,28,0,2,2,72,1
800,6,4,2,0,4,26,0,4,2,97,1
801,8,1,1,0,4,26,0,4,2,97,1
802,9,4,1,0,0,10,0,4,2,39,2
803,9,2,0,0,5,28,0,2,2,79,1
804,10,3,2,0,5,8,0,4,2,105,2
805,8,4,1,0,0,10,0,4,2,39,2
806,3,2,0,0,0,10,0,4,0,74,1
807,0,4,2,0,5,28,0,2,2,72,1
808,3,4,2,0,4,26,0,4,2,97,1
809,3,3,2,0,5,8,0,4,2,105,2
810,6,4,1,0,0,10,0,4,2,39,2
811,5,3,2,0,5,8,0,4,2,105,2
812,11,1,0,0,5,28,0,2,2,72,1
813,8,3,0,0,5,4,0,4,2,36,1
814,4,4,2,0,5,28,0,2,2,72,1
815,10,1,2,0,5,4,0,4,2,62,1
816,0,4,2,0,4,26,0,4,2,97,1
817,8,4,0,0,5,4,1,3,2,56,2
818,3,4,2,0,5,28,0,2,2,72,1
819,7,3,0,0,5,4,0,4,2,43,2
820,5,1,1,0,4,26,0,4,2,97,1
821,5,3,0,0,5,4,0,4,2,43,2
822,7,1,0,0,5,28,0,2,2,72,1
823,10,3,0,0,5,4,0,4,2,43,2
824,10,3,0,0,5,4,0,4,2,36,1
825,6,4,2,0,5,28,0,2,2,72,1
826,10,1,1,0,4,26,0,4,2,97,1
827,2,3,0,0,5,4,0,4,2,36,1
828,10,1,2,0,4,26,0,4,2,61,2
829,11,2,0,0,4,26,0,4,2,69,1
830,2,2,2,0,0,29,0,4,2,61,2
831,10,2,2,0,0,29,0,4,2,61,2
832,1,2,2,0,0,29,0,4,2,61,2
833,2,1,2,0,5,4,0,4,2,62,1
834,4,4,2,0,4,26,0,4,2,97,1
835,11,0,2,0,6,23,0,4,2,50,3
836,0,2,2,0,0,29,0,4,2,61,2
837,6,3,2,0,5,8,0,4,2,105,2
838,11,4,1,0,0,10,0,4,2,39,2
839,2,2,0,0,4,26,0,4,2,69,1
840,7,1,2,0,4,26,0,4,2,61,2
841,1,4,1,0,0,10,0,4,2,39,2
842,2,4,0,2,2,25,0,4,2,69,1
843,10,4,0,0,5,4,1,3,2,56,2
844,2,4,2,0,4,26,0,4,2,97,1
845,5,1,2,0,4,26,0,4,2,61,2
846,9,2,2,0,0,29,0,4,2,61,2
847,7,4,2,0,5,28,0,2,2,72,1
848,1,3,2,0,5,8,0,4,2,105,2
849,10,1,0,0,5,28,0,2,2,72,1
850,11,2,0,0,4,26,0,4,2,69,1
851,5,4,2,0,4,26,0,4,2,97,1
852,1,1,0,0,5,28,0,2,2,72,1
853,2,2,0,0,5,28,0,2,2,79,1
854,0,0,2,0,6,23,0,4,2,50,3
855,5,3,0,0,5,4,0,4,2,36,1
856,1,2,0,0,4,26,0,4,2,69,1
857,10,4,1,0,0,10,0,4,2,39,2
858,1,2,0,0,5,28,0,2,2,79,1
859,8,2,0,0,5,28,0,2,2,79,1
860,3,4,1,0,0,10,0,4,2,39,2
861,0,4,1,0,4,26,0,4,2,69,1
862,6,3,0,0,5,4,0,4,2,43,2
863,11,4,0,0,5,4,1,3,2,56,2
864,4,2,0,0,5,28,0,2,2,79,1
865,1,2,0,0,4,26,0,4,2,69,1
866,3,1,0,0,5,28,0,2,2,72,1
867,11,4,2,0,5,28,0,2,2,72,1
868,1,2,0,0,0,10,0,4,0,74,1
869,8,2,2,0,0,29,0,4,2,61,2
870,8,2,0,0,0,10,0,4,0,74,1
871,5,1,0,0,5,28,0,2,2,72,1
872,1,3,0,0,5,4,0,4,2,43,2
873,11,2,2,0,0,29,0,4,2,61,2
874,0,4,0,0,5,4,1,3,2,56,2
875,2,2,1,0,5,6,1,4,2,33,1
876,3,1,1,0,4,26,0,4,2,97,1
877,2,2,0,0,0,10,0,4,0,74,1
878,3,1,2,0,4,26,0,4,2,61,2
879,11,4,2,0,4,26,0,4,2,97,1
880,7,1,1,0,4,26,0,4,2,97,1
881,4,2,0,0,0,10,0,4,0,74,1
882,7,4,1,0,0,10,0,4,2,39,2
883,6,3,0,0,5,4,0,4,2,36,1
884,0,4,1,0,0,10,0,4,2,39,2
885,8,4,2,0,4,26,0,4,2,97,1
886,4,2,2,0,0,29,0,4,2,61,2
887,8,4,2,0,5,28,0,2,2,72,1
888,1,2,1,0,5,6,1,4,2,33,1
889,4,4,1,0,0,10,0,4,2,39,2
890,2,4,0,0,5,4,1,3,2,56,2
891,4,4,0,0,5,4,1,3,2,56,2
892,2,4,1,0,4,26,0,4,2,69,1
893,1,1,2,0,5,4,0,4,2,62,1
894,7,4,0,0,5,4,1,3,2,56,2
895,3,4,1,0,4,26,0,4,2,69,1
896,11,2,0,0,4,26,0,4,2,69,1
897,3,1,2,0,5,4,0,4,2,62,1
898,3,4,0,0,5,4,1,3,2,56,2
899,7,4,2,0,4,26,0,4,2,97,1
900,2,4,1,0,0,10,0,4,2,39,2
901,1,1,2,0,4,26,0,4,2,61,2
902,1,1,1,0,4,26,0,4,2,97,1
903,5,4,0,0,5,4,1,3,2,56,2
904,5,4,1,0,0,10,0,4,2,39,2
905,1,3,0,0,5,4,0,4,2,36,1
906,0,1,2,0,2,13,0,0,0,41,2
907,0,1,0,0,6,18,0,4,0,8,3
908,0,1,1,0,0,20,0,4,0,21,2
909,0,1,2,2,6,12,0,4,2,19,1
910,6,0,1,2,6,12,0,4,2,24,1
911,6,0,0,2,5,8,0,4,2,31,1
912,4,1,2,2,6,12,0,4,2,19,1
913,5,2,0,2,6,12,0,4,2,15,1
914,2,4,0,0,6,7,0,2,0,35,3
915,2,4,2,2,6,23,0,4,2,23,1
916,4,3,0,2,6,23,0,4,2,21,1
917,4,3,0,2,6,23,0,4,2,23,1
918,8,2,2,2,6,12,0,4,2,24,1
919,8,2,2,2,6,12,0,0,2,25,1
920,8,2,1,2,6,12,0,4,2,24,1
921,1,0,2,0,5,15,0,4,2,14,1
922,1,0,2,2,6,12,0,4,2,21,1
923,1,0,2,2,6,12,0,4,2,24,1
924,1,0,0,2,6,12,0,4,2,24,1
925,1,0,1,2,6,12,0,4,2,24,1
926,3,1,0,0,6,18,0,4,0,8,3
927,7,1,2,0,2,13,0,0,0,41,2
928,7,1,0,0,6,18,0,4,0,8,3
929,7,1,1,0,0,20,0,4,0,21,2
930,7,1,2,2,6,12,0,4,2,19,1
931,7,1,2,2,6,12,0,4,2,19,1
932,4,2,2,0,2,25,0,4,2,4,3
933,5,3,2,0,5,15,0,4,2,14,1
934,5,3,2,2,6,12,0,4,2,24,1
935,5,3,2,2,6,12,0,0,2,25,1
936,5,3,1,2,6,12,0,0,2,25,1
937,5,3,0,2,6,23,0,4,2,21,1
938,5,3,0,2,6,23,0,4,2,23,1
939,5,3,0,0,2,25,0,4,2,11,3
940,11,1,2,0,2,13,0,0,0,41,2
941,11,1,0,0,6,18,0,4,0,8,3
942,11,1,1,0,0,20,0,4,0,21,2
943,7,2,2,2,6,12,0,4,2,24,1
944,7,2,2,2,6,12,0,0,2,25,1
945,3,2,2,2,6,12,0,4,2,24,1
946,3,2,2,2,6,12,0,0,2,25,1
947,3,2,1,2,6,12,0,4,2,24,1
948,0,3,0,0,2,25,0,4,2,11,3
949,3,2,1,2,6,12,0,4,2,22,1
950,3,2,0,2,6,12,0,4,2,15,1
951,2,1,0,0,6,18,0,4,0,8,3
952,2,1,1,0,0,20,0,4,0,21,2
953,2,1,2,2,6,12,0,4,2,19,1
954,2,1,2,2,6,12,0,4,2,19,1
955,2,3,0,2,6,23,0,4,2,23,1
956,2,3,0,0,2,25,0,4,2,11,3
957,4,3,0,0,2,25,0,4,2,11,3
958,10,1,2,0,2,13,0,0,0,41,2
959,10,1,0,0,6,18,0,4,0,8,3
960,8,0,2,0,5,15,0,4,2,14,1
961,8,0,2,2,6,12,0,4,2,21,1
962,8,0,2,2,6,12,0,4,2,24,1
963,8,0,0,2,6,12,0,4,2,24,1
964,8,0,1,2,6,12,0,4,2,24,1
965,8,0,0,2,5,8,0,4,2,31,1
966,2,2,1,2,6,12,0,4,2,24,1
967,2,2,1,2,6,12,0,4,2,22,1
968,2,2,0,2,6,12,0,4,2,15,1
969,2,2,2,0,2,25,0,4,2,4,3
970,3,3,2,0,5,15,0,4,2,14,1
971,3,3,2,2,6,12,0,4,2,24,1
972,7,3,2,0,5,15,0,4,2,14,1
973,5,4,2,0,2,16,0,4,2,12,2
974,5,4,0,0,6,7,0,2,0,35,3
975,5,4,2,2,6,23,0,4,2,23,1
976,7,3,0,2,6,23,0,4,2,21,1
977,0,4,0,0,6,7,0,2,0,35,3
978,7,3,0,0,2,25,0,4,2,11,3
979,10,2,2,2,6,12,0,0,2,25,1
980,10,2,1,2,6,12,0,4,2,24,1
981,10,2,1,2,6,12,0,4,2,24,1
982,10,2,1,2,6,12,0,4,2,22,1
983,10,2,0,2,6,12,0,4,2,15,1
984,10,2,2,0,2,25,0,4,2,4,3
985,12,0,2,2,6,12,0,4,2,24,1
986,12,0,0,2,6,12,0,4,2,24,1
987,12,0,1,2,6,12,0,4,2,24,1
988,12,0,0,2,5,8,0,4,2,31,1
989,2,3,2,0,5,15,0,4,2,14,1
990,2,3,2,2,6,12,0,4,2,24,1
991,2,3,2,2,6,12,0,0,2,25,1
992,2,3,1,2,6,12,0,0,2,25,1
993,2,3,0,2,6,23,0,4,2,21,1
994,9,3,0,2,6,23,0,4,2,23,1
995,8,3,0,0,2,25,0,4,2,11,3
996,9,2,2,2,6,12,0,4,2,24,1
997,9,2,2,2,6,12,0,0,2,25,1
998,9,2,1,2,6,12,0,4,2,24,1
999,9,2,1,2,6,12,0,4,2,24,1
1000,9,2,1,2,6,12,0,4,2,22,1
1001,9,2,0,2,6,12,0,4,2,15,1
1002,10,3,2,0,5,15,0,4,2,14,1
1003,10,3,2,2,6,12,0,4,2,24,1
1004,5,1,2,0,2,13,0,0,0,41,2
1005,5,1,0,0,6,18,0,4,0,8,3
1006,5,1,1,0,0,20,0,4,0,21,2
1007,7,4,2,0,2,16,0,4,2,12,2
1008,7,4,0,0,6,7,0,2,0,35,3
1009,7,4,2,2,6,23,0,4,2,23,1
1010,2,0,0,2,6,12,0,4,2,24,1
1011,2,0,1,2,6,12,0,4,2,24,1
1012,2,0,0,2,5,8,0,4,2,31,1
1013,1,1,2,2,6,12,0,4,2,19,1
1014,1,1,2,2,6,12,0,4,2,19,1
1015,12,2,1,2,6,12,0,4,2,22,1
1016,1,3,2,0,5,15,0,4,2,14,1
1017,1,3,2,2,6,12,0,4,2,24,1
1018,1,3,2,2,6,12,0,0,2,25,1
1019,1,3,1,2,6,12,0,0,2,25,1
1020,1,3,0,2,6,23,0,4,2,21,1
1021,10,0,2,0,5,15,0,4,2,14,1
1022,4,1,2,0,2,13,0,0,0,41,2
1023,0,2,2,0,2,25,0,4,2,4,3
1024,4,1,1,0,0,20,0,4,0,21,2
1025,4,1,2,2,6,12,0,4,2,19,1
1026,6,3,0,2,6,23,0,4,2,21,1
1027,6,3,0,2,6,23,0,4,2,23,1
1028,5,2,2,0,2,25,0,4,2,4,3
1029,9,3,0,2,6,23,0,4,2,21,1
1030,4,3,1,2,6,12,0,0,2,25,1
1031,4,4,2,2,6,23,0,4,2,23,1
1032,5,0,1,2,6,12,0,4,2,24,1
1033,1,2,1,2,6,12,0,4,2,24,1
1034,1,2,1,2,6,12,0,4,2,22,1
1035,1,2,0,2,6,12,0,4,2,15,1
1036,10,1,1,0,0,20,0,4,0,21,2
1037,8,2,1,2,6,12,0,4,2,24,1
1038,8,2,1,2,6,12,0,4,2,22,1
1039,9,0,2,0,5,15,0,4,2,14,1
1040,3,1,2,0,2,13,0,0,0,41,2
1041,12,1,1,0,0,20,0,4,0,21,2
1042,3,1,1,0,0,20,0,4,0,21,2
1043,3,1,2,2,6,12,0,4,2,19,1
1044,3,1,2,2,6,12,0,4,2,19,1
1045,4,2,1,2,6,12,0,4,2,22,1
1046,4,2,0,2,6,12,0,4,2,15,1
1047,2,0,2,0,5,15,0,4,2,14,1
1048,2,0,2,2,6,12,0,4,2,21,1
1049,1,1,2,0,2,13,0,0,0,41,2
1050,1,1,0,0,6,18,0,4,0,8,3
1051,1,1,1,0,0,20,0,4,0,21,2
1052,11,0,0,2,5,8,0,4,2,31,1
1053,3,3,0,2,6,23,0,4,2,23,1
1054,7,3,0,2,6,23,0,4,2,23,1
1055,10,2,2,2,6,12,0,4,2,24,1
1056,1,4,2,0,2,16,0,4,2,12,2
1057,1,4,0,0,6,7,0,2,0,35,3
1058,1,4,2,2,6,23,0,4,2,23,1
1059,7,2,1,2,6,12,0,4,2,24,1
1060,7,2,1,2,6,12,0,4,2,24,1
1061,7,2,1,2,6,12,0,4,2,22,1
1062,7,2,0,2,6,12,0,4,2,15,1
1063,7,2,2,0,2,25,0,4,2,4,3
1064,9,4,0,0,6,7,0,2,0,35,3
1065,9,4,2,2,6,23,0,4,2,23,1
1066,4,3,2,0,5,15,0,4,2,14,1
1067,4,3,2,2,6,12,0,4,2,24,1
1068,4,3,2,2,6,12,0,0,2,25,1
1069,4,4,0,0,6,7,0,2,0,35,3
1070,8,3,0,2,6,23,0,4,2,23,1
1071,1,2,1,2,6,12,0,4,2,24,1
1072,3,0,1,2,6,12,0,4,2,24,1
1073,5,1,2,2,6,12,0,4,2,19,1
1074,10,1,2,2,6,12,0,4,2,19,1
1075,10,1,2,2,6,12,0,4,2,19,1
1076,11,2,2,2,6,12,0,0,2,25,1
1077,2,2,2,2,6,12,0,4,2,24,1
1078,2,2,2,2,6,12,0,0,2,25,1
1079,2,2,1,2,6,12,0,4,2,24,1
1080,11,2,0,2,6,12,0,4,2,15,1
1081,11,2,2,0,2,25,0,4,2,4,3
1082,10,3,2,2,6,12,0,0,2,25,1
1083,10,3,1,2,6,12,0,0,2,25,1
1084,4,2,1,2,6,12,0,4,2,24,1
1085,6,1,0,0,6,18,0,4,0,8,3
1086,2,0,2,2,6,12,0,4,2,24,1
1087,3,4,0,0,6,7,0,2,0,35,3
1088,3,4,2,2,6,23,0,4,2,23,1
1089,3,3,0,2,6,23,0,4,2,21,1
1090,7,3,2,2,6,12,0,4,2,24,1
1091,7,3,2,2,6,12,0,0,2,25,1
1092,4,0,0,2,5,8,0,4,2,31,1
1093,12,2,1,2,6,12,0,4,2,24,1
1094,12,2,2,0,2,25,0,4,2,4,3
1095,1,2,2,2,6,12,0,4,2,24,1
1096,5,0,0,2,6,12,0,4,2,24,1
1097,6,1,2,0,2,13,0,0,0,41,2
1098,6,1,1,0,0,20,0,4,0,21,2
1099,6,1,2,2,6,12,0,4,2,19,1
1100,6,1,2,2,6,12,0,4,2,19,1
1101,7,0,2,2,6,12,0,4,2,21,1
1102,7,0,2,2,6,12,0,4,2,24,1
1103,7,0,0,2,6,12,0,4,2,24,1
1104,7,0,1,2,6,12,0,4,2,24,1
1105,4,4,2,0,2,16,0,4,2,12,2
1106,9,3,1,2,6,12,0,0,2,25,1
1107,10,4,2,0,2,16,0,4,2,12,2
1108,10,4,0,0,6,7,0,2,0,35,3
1109,3,0,0,2,6,12,0,4,2,24,1
1110,9,0,0,2,6,12,0,4,2,24,1
1111,9,0,1,2,6,12,0,4,2,24,1
1112,5,1,2,2,6,12,0,4,2,19,1
1113,3,3,2,2,6,12,0,0,2,25,1
1114,3,3,1,2,6,12,0,0,2,25,1
1115,12,4,2,2,6,23,0,4,2,23,1
1116,8,2,0,2,6,12,0,4,2,15,1
1117,8,2,2,0,2,25,0,4,2,4,3
1118,4,2,2,2,6,12,0,4,2,24,1
1119,12,2,0,2,6,12,0,4,2,15,1
1120,5,0,2,2,6,12,0,4,2,21,1
1121,10,4,2,2,6,23,0,4,2,23,1
1122,8,1,2,0,2,13,0,0,0,41,2
1123,1,3,0,2,6,23,0,4,2,23,1
1124,1,3,0,0,2,25,0,4,2,11,3
1125,6,3,2,2,6,12,0,4,2,24,1
1126,6,3,2,2,6,12,0,0,2,25,1
1127,11,0,1,2,6,12,0,4,2,24,1
1128,4,0,2,2,6,12,0,4,2,21,1
1129,4,0,2,2,6,12,0,4,2,24,1
1130,7,3,1,2,6,12,0,0,2,25,1
1131,4,0,1,2,6,12,0,4,2,24,1
1132,8,3,0,2,6,23,0,4,2,21,1
1133,12,2,1,2,6,12,0,4,2,24,1
1134,1,2,2,2,6,12,0,0,2,25,1
1135,11,3,0,0,2,25,0,4,2,11,3
1136,11,1,2,2,6,12,0,4,2,19,1
1137,6,4,2,2,6,23,0,4,2,23,1
1138,10,3,0,2,6,23,0,4,2,21,1
1139,3,4,2,0,2,16,0,4,2,12,2
1140,6,3,1,2,6,12,0,0,2,25,1
1141,5,2,1,2,6,12,0,4,2,24,1
1142,5,2,1,2,6,12,0,4,2,22,1
1143,9,3,2,2,6,12,0,0,2,25,1
1144,10,0,0,2,5,8,0,4,2,31,1
1145,11,2,1,2,6,12,0,4,2,22,1
1146,4,2,2,2,6,12,0,0,2,25,1
1147,4,2,1,2,6,12,0,4,2,24,1
1148,8,4,2,2,6,23,0,4,2,23,1
1149,11,3,0,2,6,23,0,4,2,23,1
1150,12,0,2,0,5,15,0,4,2,14,1
1151,12,3,2,0,5,15,0,4,2,14,1
1152,11,0,0,2,6,12,0,4,2,24,1
1153,12,2,2,2,6,12,0,4,2,24,1
1154,11,2,2,2,6,12,0,4,2,24,1
1155,11,2,1,2,6,12,0,4,2,24,1
1156,11,2,1,2,6,12,0,4,2,24,1
1157,12,2,2,2,6,12,0,0,2,25,1
1158,12,1,2,0,2,13,0,0,0,41,2
1159,3,0,2,2,6,12,0,4,2,21,1
1160,5,0,2,2,6,12,0,4,2,24,1
1161,9,0,2,2,6,12,0,4,2,24,1
1162,10,0,1,2,6,12,0,4,2,24,1
1163,6,4,2,0,2,16,0,4,2,12,2
1164,6,0,2,0,5,15,0,4,2,14,1
1165,3,2,1,2,6,12,0,4,2,24,1
1166,8,3,2,0,5,15,0,4,2,14,1
1167,8,3,2,2,6,12,0,4,2,24,1
1168,4,0,0,2,6,12,0,4,2,24,1
1169,8,3,1,2,6,12,0,0,2,25,1
1170,6,2,1,2,6,12,0,4,2,22,1
1171,5,0,2,0,5,15,0,4,2,14,1
1172,3,0,2,2,6,12,0,4,2,24,1
1173,8,4,2,0,2,16,0,4,2,12,2
1174,12,3,0,2,6,23,0,4,2,23,1
1175,8,4,0,0,6,7,0,2,0,35,3
1176,10,3,0,2,6,23,0,4,2,23,1
1177,4,0,2,0,5,15,0,4,2,14,1
1178,11,0,2,2,6,12,0,4,2,24,1
1179,6,2,2,2,6,12,0,0,2,25,1
1180,8,3,2,2,6,12,0,0,2,25,1
1181,6,2,1,2,6,12,0,4,2,24,1
1182,11,4,0,0,6,7,0,2,0,35,3
1183,11,4,2,2,6,23,0,4,2,23,1
1184,3,0,2,0,5,15,0,4,2,14,1
1185,11,3,0,2,6,23,0,4,2,21,1
1186,9,3,2,0,5,15,0,4,2,14,1
1187,11,3,2,2,6,12,0,4,2,24,1
1188,10,0,2,2,6,12,0,4,2,24,1
1189,12,0,2,2,6,12,0,4,2,21,1
1190,6,0,2,2,6,12,0,4,2,24,1
1191,6,2,2,2,6,12,0,4,2,24,1
1192,11,0,2,2,6,12,0,4,2,21,1
1193,6,2,1,2,6,12,0,4,2,24,1
1194,11,4,2,0,2,16,0,4,2,12,2
1195,12,3,1,2,6,12,0,0,2,25,1
1196,12,3,0,2,6,23,0,4,2,21,1
1197,3,2,2,0,2,25,0,4,2,4,3
1198,9,3,2,2,6,12,0,4,2,24,1
1199,9,4,2,0,2,16,0,4,2,12,2
1200,10,0,2,2,6,12,0,4,2,21,1
1201,6,0,0,2,6,12,0,4,2,24,1
1202,11,1,2,2,6,12,0,4,2,19,1
1203,6,0,2,2,6,12,0,4,2,21,1
1204,10,3,0,0,2,25,0,4,2,11,3
1205,7,0,2,0,5,15,0,4,2,14,1
1206,5,2,1,2,6,12,0,4,2,24,1
1207,11,3,2,0,5,15,0,4,2,14,1
1208,4,1,0,0,6,18,0,4,0,8,3
1209,8,1,1,0,0,20,0,4,0,21,2
1210,11,3,2,2,6,12,0,0,2,25,1
1211,11,3,1,2,6,12,0,0,2,25,1
1212,8,1,2,2,6,12,0,4,2,19,1
1213,8,1,2,2,6,12,0,4,2,19,1
1214,11,0,2,0,5,15,0,4,2,14,1
1215,10,0,0,2,6,12,0,4,2,24,1
1216,6,3,2,0,5,15,0,4,2,14,1
1217,5,2,2,2,6,12,0,4,2,24,1
1218,8,1,0,0,6,18,0,4,0,8,3
1219,5,2,2,2,6,12,0,0,2,25,1
1220,6,4,0,0,6,7,0,2,0,35,3
1221,1,2,0,0,6,12,0,4,0,49,3
1222,8,3,2,0,6,11,0,4,0,40,3
1223,0,4,0,0,6,12,0,0,0,50,3
1224,7,3,2,0,6,11,0,4,0,40,3
1225,4,3,2,0,6,11,0,4,0,40,3
1226,4,3,1,2,6,12,0,4,2,24,1
