,week,day,time_of_day,class_type,faculty,school,joint,status,degree,enrollment,class_duration
74,5,2,0,0,5,8,0,4,2,447,1
75,9,3,2,0,5,8,0,4,2,381,2
76,8,4,0,0,5,28,0,4,2,403,1
77,8,2,1,0,6,7,1,2,2,304,1
78,3,0,2,0,5,15,0,4,2,419,1
79,3,2,2,0,2,16,0,4,2,409,1
80,8,0,2,0,5,15,0,4,2,419,1
81,10,1,2,0,5,15,0,4,2,419,1
82,4,1,1,0,2,16,1,4,2,447,2
83,1,4,1,0,5,28,0,2,2,385,1
84,8,0,2,0,5,8,0,4,2,291,2
85,6,4,0,0,5,28,0,4,2,403,1
86,9,0,2,0,5,8,0,4,2,291,2
87,11,4,0,0,2,16,0,4,2,457,1
88,11,4,0,0,5,28,0,4,2,403,1
89,5,0,0,0,2,16,1,4,2,455,2
90,8,4,1,0,5,28,0,2,2,385,1
91,4,1,0,0,2,17,0,4,2,424,2
92,0,1,1,0,2,17,0,4,0,320,1
93,4,1,1,0,2,17,0,4,0,320,1
94,5,0,2,0,5,15,0,4,2,419,1
95,1,4,0,0,5,28,0,4,2,403,1
96,8,0,0,0,5,15,0,4,2,386,1
97,4,2,0,0,5,15,0,4,2,419,1
98,1,2,0,0,5,15,0,4,2,419,1
99,6,2,2,0,5,28,0,2,2,271,1
100,9,2,0,0,0,29,0,4,2,354,2
101,3,2,1,0,6,7,1,2,2,304,1
102,0,2,1,0,5,28,0,2,2,385,1
103,3,2,0,0,0,29,0,4,2,354,2
104,0,1,0,0,2,17,0,4,2,424,2
105,6,1,0,0,2,17,0,4,2,424,2
106,7,0,2,0,5,8,0,4,2,291,2
107,11,2,2,0,2,16,0,4,2,452,1
108,3,0,2,0,5,8,0,4,2,291,2
109,8,3,2,0,5,8,0,4,2,381,2
110,6,2,0,0,5,8,0,4,2,447,1
111,7,2,0,0,0,29,0,4,2,354,2
112,0,3,2,0,5,8,0,4,2,381,2
113,0,1,2,0,5,15,0,4,2,419,1
114,1,4,2,0,2,16,0,4,2,409,2
115,0,2,2,0,5,28,0,2,2,271,1
116,5,2,2,0,2,16,0,4,2,452,1
117,6,2,0,0,0,29,0,4,2,354,2
118,11,2,2,0,2,16,0,4,2,409,1
119,6,1,0,0,5,28,0,4,2,403,1
120,11,3,2,0,5,8,0,4,2,381,2
121,8,4,2,0,5,8,0,4,2,447,1
122,9,4,0,0,5,28,0,4,2,403,1
123,8,3,2,0,2,16,0,4,2,452,2
124,9,4,1,0,5,28,0,2,2,385,1
125,0,2,2,0,2,16,0,4,2,452,1
126,7,2,0,0,5,15,0,4,2,419,1
127,3,1,1,0,2,16,1,4,2,447,2
128,1,4,1,0,6,12,0,4,2,381,2
129,3,4,2,0,2,16,0,4,2,409,2
130,5,2,2,0,2,16,0,4,2,409,1
131,9,4,0,0,5,15,0,4,2,386,1
132,3,1,0,0,2,17,0,4,2,424,2
133,4,3,2,0,5,8,0,4,2,381,2
134,2,0,2,0,5,15,0,4,2,419,1
135,5,1,2,0,5,15,0,4,2,419,1
136,8,4,1,0,6,12,0,4,2,381,2
137,1,3,2,0,2,16,0,4,2,452,2
138,0,4,1,0,5,28,0,2,2,385,1
139,3,1,2,0,2,16,0,4,2,457,2
140,1,4,2,0,5,8,0,4,2,447,1
141,8,0,0,0,2,16,1,4,2,455,2
142,11,4,2,0,2,16,0,4,2,409,2
143,4,4,2,0,2,16,0,4,2,409,2
144,6,2,2,0,2,16,0,4,2,452,1
145,6,2,1,0,6,7,1,2,2,304,1
146,4,2,2,0,2,16,0,4,2,452,1
147,8,4,2,0,2,16,0,4,2,409,2
148,2,0,0,0,5,15,0,4,2,386,1
149,0,4,0,0,5,28,0,4,2,403,1
150,3,3,0,0,6,11,0,4,2,366,2
151,3,3,1,0,2,16,0,4,2,459,2
152,5,2,1,0,6,7,1,2,2,304,1
153,11,3,0,0,6,11,0,4,2,366,2
154,9,2,2,0,5,28,0,2,2,271,1
155,3,1,1,0,2,17,0,4,0,320,1
156,11,2,1,0,6,7,1,2,2,304,1
157,4,2,0,0,0,29,0,4,2,354,2
158,6,2,2,0,2,16,0,4,2,409,1
159,2,2,2,0,2,16,0,4,2,409,1
160,1,3,1,0,2,16,0,4,2,459,2
161,5,1,0,0,2,17,0,4,2,424,2
162,10,2,0,0,5,8,0,4,2,447,1
163,7,0,2,0,5,15,0,4,2,419,1
164,7,2,1,0,6,7,1,2,2,304,1
165,7,2,0,0,5,8,0,4,2,447,1
166,8,4,0,0,5,15,0,4,2,386,1
167,10,1,0,0,5,28,0,4,2,403,1
168,8,1,0,0,5,28,0,4,2,403,1
169,0,4,1,0,6,12,0,4,2,381,2
170,11,2,0,0,5,8,0,4,2,447,1
171,0,4,2,0,5,8,0,4,2,447,1
172,8,4,0,0,2,16,0,4,2,457,1
173,0,2,0,0,5,15,0,4,2,419,1
174,5,1,1,0,2,17,0,4,0,320,1
175,3,4,0,0,5,15,0,4,2,386,1
176,6,1,2,0,5,15,0,4,2,419,1
177,7,0,0,0,5,15,0,4,2,386,1
178,9,3,1,0,2,16,0,4,2,459,2
179,6,3,2,0,2,16,0,4,2,452,2
180,0,4,0,0,2,16,0,4,2,457,1
181,0,4,2,0,2,16,0,4,2,409,2
182,0,1,0,0,5,28,0,4,2,403,1
183,10,3,0,0,6,11,0,4,2,366,2
184,11,2,2,0,5,28,0,2,2,271,1
185,0,2,0,0,0,29,0,4,2,354,2
186,0,2,2,0,2,16,0,4,2,409,1
187,3,4,0,0,2,16,0,4,2,457,1
188,0,2,0,0,5,8,0,4,2,447,1
189,7,0,0,0,2,16,1,4,2,455,2
190,6,3,2,0,5,8,0,4,2,381,2
191,0,4,0,0,5,15,0,4,2,386,1
192,0,1,2,0,2,16,0,4,2,457,2
193,0,0,2,0,5,15,0,4,2,419,1
194,0,0,0,0,5,15,0,4,2,386,1
195,4,2,2,0,2,16,0,4,2,409,1
196,7,1,2,0,5,15,0,4,2,419,1
197,0,2,1,0,6,7,1,2,2,304,1
198,4,1,2,0,5,15,0,4,2,419,1
199,6,4,3,0,6,22,0,4,0,62,1
200,6,4,1,0,5,28,0,2,2,385,1
201,6,2,0,0,5,15,0,4,2,419,1
202,5,3,2,0,5,8,0,4,2,381,2
203,8,1,1,0,2,17,0,4,0,320,1
204,11,4,0,0,5,15,0,4,2,386,1
205,1,4,0,0,5,15,0,4,2,386,1
206,1,4,0,0,2,16,0,4,2,457,1
207,7,1,0,0,2,17,0,4,2,424,2
208,0,3,2,0,2,16,0,4,2,452,2
209,9,3,0,0,6,11,0,4,2,366,2
210,3,3,2,0,5,8,0,4,2,381,2
211,6,3,1,0,2,16,0,4,2,459,2
212,0,1,1,0,2,16,1,4,2,447,2
213,1,1,0,0,2,17,0,4,2,424,2
214,1,1,1,0,2,17,0,4,0,320,1
215,1,1,1,0,2,16,1,4,2,447,2
216,0,3,1,0,2,16,0,4,2,459,2
217,4,0,2,0,5,15,0,4,2,419,1
218,3,2,0,0,5,15,0,4,2,419,1
219,7,2,2,0,2,16,0,4,2,409,1
220,5,2,0,0,0,29,0,4,2,354,2
221,11,1,1,0,2,16,1,4,2,447,2
222,5,3,2,0,2,16,0,4,2,452,2
223,5,4,0,0,2,16,0,4,2,457,1
224,8,1,0,0,2,17,0,4,2,424,2
225,7,4,1,0,6,12,0,4,2,381,2
226,8,1,1,0,2,16,1,4,2,447,2
227,5,4,1,0,5,28,0,2,2,385,1
228,2,2,1,0,6,7,1,2,2,304,1
229,10,2,2,0,2,16,0,4,2,409,1
230,4,0,0,0,5,15,0,4,2,386,1
231,4,0,0,0,2,16,1,4,2,455,2
232,6,4,2,0,5,8,0,4,2,447,1
233,3,4,2,0,5,8,0,4,2,447,1
234,10,0,2,0,5,8,0,4,2,291,2
235,11,1,2,0,2,16,0,4,2,457,2
236,7,4,2,0,2,16,0,4,2,409,2
237,7,1,0,0,5,28,0,4,2,403,1
238,3,4,1,0,5,28,0,2,2,385,1
239,8,1,2,0,2,16,0,4,2,457,2
240,7,4,1,0,5,28,0,2,2,385,1
241,5,4,0,0,5,28,0,4,2,403,1
242,10,3,2,0,2,16,0,4,2,452,2
243,10,2,1,0,6,7,1,2,2,304,1
244,1,3,1,2,2,21,0,4,2,55,1
245,3,4,1,0,6,12,0,4,2,381,2
246,5,2,0,0,5,15,0,4,2,419,1
247,5,3,1,0,2,16,0,4,2,459,2
248,6,3,0,0,6,11,0,4,2,366,2
249,8,1,2,0,5,15,0,4,2,419,1
250,10,4,0,0,5,28,0,4,2,403,1
251,3,4,0,0,5,28,0,4,2,403,1
252,5,4,2,0,2,16,0,4,2,409,2
253,10,3,1,0,2,16,0,4,2,459,2
254,0,0,2,0,5,8,0,4,2,291,2
255,5,1,1,0,2,16,1,4,2,447,2
256,7,0,0,0,5,15,0,4,2,386,1
257,7,4,0,0,5,15,0,4,2,386,1
258,6,4,1,0,6,12,0,4,2,381,2
259,11,1,1,0,2,17,0,4,0,320,1
260,7,4,0,0,2,16,0,4,2,457,1
261,5,3,0,0,6,11,0,4,2,366,2
262,5,4,0,0,5,15,0,4,2,386,1
263,10,4,1,0,5,28,0,2,2,385,1
264,1,3,0,0,6,11,0,4,2,366,2
265,0,3,0,0,6,11,0,4,2,366,2
266,10,0,2,0,5,15,0,4,2,419,1
267,5,1,2,0,2,16,0,4,2,457,2
268,1,3,2,0,5,8,0,4,2,381,2
269,3,1,0,0,5,28,0,4,2,403,1
270,5,1,0,0,5,28,0,4,2,403,1
271,4,0,2,0,5,8,0,4,2,291,2
272,4,2,2,0,5,28,0,2,2,271,1
273,4,2,1,0,5,28,0,2,2,385,1
274,1,1,2,0,5,15,0,4,2,419,1
275,5,4,1,0,6,12,0,4,2,381,2
276,0,0,0,0,2,16,1,4,2,455,2
277,11,0,0,0,5,15,0,4,2,386,1
278,10,4,0,0,5,15,0,4,2,386,1
279,11,1,0,0,2,17,0,4,2,424,2
280,4,2,0,0,5,8,0,4,2,447,1
281,7,2,2,0,2,16,0,4,2,452,1
282,6,4,2,0,2,16,0,4,2,409,2
283,2,0,2,0,5,8,0,4,2,291,2
284,7,3,0,0,6,11,0,4,2,366,2
285,7,1,2,0,2,16,0,4,2,457,2
286,3,3,2,0,2,16,0,4,2,452,2
287,7,4,2,0,5,8,0,4,2,447,1
288,7,4,3,0,6,22,0,4,0,62,1
289,10,2,0,0,5,15,0,4,2,419,1
290,10,2,0,0,0,29,0,4,2,354,2
291,4,2,1,0,6,7,1,2,2,304,1
292,6,4,0,0,5,15,0,4,2,386,1
293,2,2,2,0,5,28,0,2,2,271,1
294,2,2,1,0,5,28,0,2,2,385,1
295,10,4,2,0,2,16,0,4,2,409,2
296,11,0,2,0,5,8,0,4,2,291,2
297,10,4,3,0,6,22,0,4,0,62,1
298,7,1,1,0,2,17,0,4,0,320,1
299,7,4,0,0,5,28,0,4,2,403,1
300,7,3,2,0,5,8,0,4,2,381,2
301,2,2,0,0,5,8,0,4,2,447,1
302,5,4,2,0,5,8,0,4,2,447,1
303,10,0,0,0,5,15,0,4,2,386,1
304,11,1,2,0,5,15,0,4,2,419,1
305,1,1,0,0,5,28,0,4,2,403,1
306,7,3,2,0,2,16,0,4,2,452,2
307,6,4,0,0,2,16,0,4,2,457,1
308,10,4,2,0,5,8,0,4,2,447,1
309,2,0,0,0,2,16,1,4,2,455,2
310,10,4,1,0,6,12,0,4,2,381,2
311,10,4,0,0,2,16,0,4,2,457,1
312,10,2,2,0,2,16,0,4,2,452,1
313,10,3,2,0,5,8,0,4,2,381,2
314,7,1,1,0,2,16,1,4,2,447,2
315,7,3,1,0,2,16,0,4,2,459,2
316,1,1,2,0,2,16,0,4,2,457,2
317,2,4,2,0,5,4,0,4,2,122,1
318,2,4,0,0,2,21,0,4,2,219,1
319,4,4,1,0,5,6,0,4,2,185,1
320,9,4,1,0,5,4,0,4,2,99,2
321,8,4,1,0,5,6,0,4,2,185,1
322,4,4,2,0,2,17,0,4,2,134,2
323,11,4,1,0,5,4,0,4,2,99,2
324,1,0,0,0,5,28,0,2,2,128,1
325,11,4,0,0,2,21,0,4,2,219,1
326,4,4,0,0,0,29,0,4,2,88,2
327,6,2,2,0,0,29,0,4,2,115,2
328,9,4,1,0,5,6,0,4,2,185,1
329,9,4,0,0,2,21,0,4,2,219,1
330,0,1,2,0,4,9,0,4,2,222,1
331,8,4,0,0,2,21,0,4,2,219,1
332,1,2,1,0,5,6,1,4,2,183,1
333,2,4,1,0,5,4,0,4,2,99,2
334,8,0,1,0,5,6,0,4,2,185,1
335,2,4,2,0,2,17,0,4,2,134,2
336,8,4,0,0,0,29,0,4,2,88,2
337,1,0,2,0,2,21,0,4,2,188,1
338,1,0,2,0,5,8,0,4,2,151,2
339,1,0,1,0,5,6,0,4,2,185,1
340,9,4,0,0,0,29,0,4,2,88,2
341,8,1,2,0,4,9,0,4,2,222,1
342,9,4,2,0,5,4,0,4,2,122,1
343,1,0,0,0,0,29,0,4,2,94,2
344,11,4,2,0,5,4,0,4,2,122,1
345,12,1,2,0,4,9,0,4,2,222,1
346,8,4,2,0,5,4,0,4,2,122,1
347,1,2,0,0,1,0,0,4,2,197,1
348,11,4,0,0,0,29,0,4,2,88,2
349,4,3,2,0,2,25,1,1,2,214,4
350,5,2,0,0,5,28,0,4,2,81,1
351,2,3,1,0,0,31,0,4,2,167,1
352,2,3,2,0,2,25,1,1,2,214,4
353,5,2,3,0,2,16,1,4,0,126,3
354,3,2,0,0,5,28,0,4,2,81,1
355,3,2,3,0,2,16,1,4,0,126,3
356,1,4,1,0,5,4,0,4,2,99,2
357,6,4,2,0,5,4,0,4,2,122,1
358,2,4,1,0,5,6,0,4,2,185,1
359,2,4,0,0,0,29,0,4,2,88,2
360,4,3,3,0,2,16,0,4,0,234,3
361,4,1,2,0,4,9,0,4,2,222,1
362,5,2,2,0,0,29,0,4,2,115,2
363,3,0,2,0,5,8,0,4,2,151,2
364,2,1,2,0,4,9,0,4,2,222,1
365,8,3,2,0,2,25,1,1,2,214,4
366,7,2,0,0,5,28,0,4,2,81,1
367,11,3,2,0,2,25,1,1,2,214,4
368,11,1,2,0,4,9,0,4,2,222,1
369,4,4,0,0,2,21,0,4,2,219,1
370,12,2,3,0,2,16,1,4,0,126,3
371,4,3,1,0,0,31,0,4,2,167,1
372,1,2,2,0,0,29,0,4,2,115,2
373,4,1,1,0,5,6,1,4,2,183,1
374,8,0,2,0,5,8,0,4,2,151,2
375,9,0,2,0,5,8,0,4,2,151,2
376,2,1,0,0,0,20,0,4,2,173,2
377,6,1,2,0,4,9,0,4,2,222,1
378,3,2,2,0,0,29,0,4,2,115,2
379,6,1,0,0,0,20,0,4,2,173,2
380,1,4,2,0,5,4,0,4,2,122,1
381,7,2,3,0,2,16,1,4,0,126,3
382,12,2,0,0,1,0,0,4,2,197,1
383,0,4,0,0,0,29,0,4,2,88,2
384,9,0,1,0,5,6,0,4,2,185,1
385,4,1,3,0,2,16,0,4,0,95,3
386,7,2,1,0,5,6,1,4,2,183,1
387,5,2,0,0,1,0,0,4,2,197,1
388,4,1,0,0,0,20,0,4,2,173,2
389,3,0,0,0,5,28,0,2,2,128,1
390,2,3,3,0,2,16,0,4,0,234,3
391,0,1,0,0,0,20,0,4,2,173,2
392,6,4,1,0,5,4,0,4,2,99,2
393,0,1,3,0,2,16,0,4,0,95,3
394,8,1,3,0,2,16,0,4,0,95,3
395,1,4,0,0,2,21,0,4,2,219,1
396,8,4,1,0,5,4,0,4,2,99,2
397,5,0,2,0,5,8,0,4,2,151,2
398,5,0,2,0,2,21,0,4,2,188,1
399,7,2,0,0,1,0,0,4,2,197,1
400,5,2,1,0,5,6,1,4,2,183,1
401,6,3,3,0,2,16,0,4,0,234,3
402,9,3,2,0,2,25,1,1,2,214,4
403,2,1,3,0,2,16,0,4,0,95,3
404,3,0,0,0,0,29,0,4,2,94,2
405,10,1,1,0,5,6,1,4,2,183,1
406,9,0,0,0,0,29,0,4,2,94,2
407,3,2,1,0,5,6,1,4,2,183,1
408,2,1,2,0,6,19,1,4,1,109,2
409,0,4,2,0,5,4,0,4,2,122,1
410,6,4,0,0,0,29,0,4,2,88,2
411,4,4,2,0,5,4,0,4,2,122,1
412,7,2,2,0,0,29,0,4,2,115,2
413,3,2,0,0,1,0,0,4,2,197,1
414,6,1,3,0,2,16,0,4,0,95,3
415,8,2,2,0,0,29,0,4,2,115,2
416,7,4,1,0,5,6,0,4,2,185,1
417,5,4,0,0,0,29,0,4,2,88,2
418,0,4,0,0,2,21,0,4,2,219,1
419,0,4,1,0,5,6,0,4,2,185,1
420,5,0,1,0,5,6,0,4,2,185,1
421,10,2,3,0,2,16,1,4,0,126,3
422,9,3,3,0,2,16,0,4,0,234,3
423,2,1,1,0,5,6,1,4,2,183,1
424,8,2,1,0,5,6,1,4,2,183,1
425,6,1,1,0,5,6,1,4,2,183,1
426,8,0,0,0,0,29,0,4,2,94,2
427,6,3,2,0,2,25,1,1,2,214,4
428,3,4,1,0,5,6,0,4,2,185,1
429,11,3,3,0,2,16,0,4,0,234,3
430,10,1,2,0,6,19,1,4,1,109,2
431,5,4,1,0,5,6,0,4,2,185,1
432,10,3,1,0,0,31,0,4,2,167,1
433,0,4,2,0,2,17,0,4,2,134,2
434,5,4,1,0,5,4,0,4,2,99,2
435,1,4,2,0,2,17,0,4,2,134,2
436,5,3,1,0,0,31,0,4,2,167,1
437,3,0,2,0,2,21,0,4,2,188,1
438,3,4,2,0,2,17,0,4,2,134,2
439,1,2,3,0,2,16,1,4,0,126,3
440,5,0,0,0,5,28,0,2,2,128,1
441,9,2,1,0,5,6,1,4,2,183,1
442,10,4,1,0,5,4,0,4,2,99,2
443,1,1,2,0,6,19,1,4,1,109,2
444,10,3,3,0,2,16,0,4,0,234,3
445,10,3,2,0,2,25,1,1,2,214,4
446,1,4,0,0,0,29,0,4,2,88,2
447,11,1,2,0,6,19,1,4,1,109,2
448,5,3,3,0,2,16,0,4,0,234,3
449,3,4,0,0,0,29,0,4,2,88,2
450,0,1,1,0,5,6,1,4,2,183,1
451,7,1,2,0,4,9,0,4,2,222,1
452,7,3,2,0,2,25,1,1,2,214,4
453,5,3,2,0,2,25,1,1,2,214,4
454,8,1,1,0,5,6,1,4,2,183,1
455,9,2,0,0,1,0,0,4,2,197,1
456,11,2,1,0,5,6,1,4,2,183,1
457,1,1,1,0,5,6,1,4,2,183,1
458,10,2,2,0,0,29,0,4,2,115,2
459,7,0,1,0,5,6,0,4,2,185,1
460,9,3,1,0,0,31,0,4,2,167,1
461,0,2,0,0,5,28,0,4,2,81,1
462,7,1,0,0,0,20,0,4,2,173,2
463,11,1,3,0,2,16,0,4,0,95,3
464,6,1,2,0,6,19,1,4,1,109,2
465,7,0,0,0,0,29,0,4,2,94,2
466,10,4,0,0,2,21,0,4,2,219,1
467,7,4,0,0,0,29,0,4,2,88,2
468,0,0,1,0,5,6,0,4,2,185,1
469,10,1,3,0,2,16,0,4,0,95,3
470,2,0,1,0,5,6,0,4,2,185,1
471,0,3,2,0,2,25,1,1,2,214,4
472,12,4,1,0,5,4,0,4,2,99,2
473,3,1,2,0,4,9,0,4,2,222,1
474,7,1,3,0,2,16,0,4,0,95,3
475,3,0,1,0,5,6,0,4,2,185,1
476,3,3,2,0,2,25,1,1,2,214,4
477,5,1,0,0,0,20,0,4,2,173,2
478,5,1,2,0,4,9,0,4,2,222,1
479,8,1,2,0,6,19,1,4,1,109,2
480,11,1,0,0,0,20,0,4,2,173,2
481,0,0,2,0,2,21,0,4,2,188,1
482,3,4,2,0,5,4,0,4,2,122,1
483,2,2,1,0,5,6,1,4,2,183,1
484,5,1,2,0,6,19,1,4,1,109,2
485,7,0,2,0,2,21,0,4,2,188,1
486,11,1,1,0,5,6,1,4,2,183,1
487,3,3,3,0,2,16,0,4,0,234,3
488,4,1,2,0,6,19,1,4,1,109,2
489,0,2,2,0,0,29,0,4,2,115,2
490,6,3,1,0,0,31,0,4,2,167,1
491,10,4,2,0,5,4,0,4,2,122,1
492,1,2,0,0,5,28,0,4,2,81,1
493,8,2,0,0,5,28,0,4,2,81,1
494,3,4,1,0,5,4,0,4,2,99,2
495,5,4,0,0,2,21,0,4,2,219,1
496,10,2,0,0,1,0,0,4,2,197,1
497,4,0,2,0,5,8,0,4,2,151,2
498,0,2,0,0,1,0,0,4,2,197,1
499,7,1,1,0,5,6,1,4,2,183,1
500,7,3,1,0,0,31,0,4,2,167,1
501,4,2,0,0,5,28,0,4,2,81,1
502,6,4,1,0,5,6,0,4,2,185,1
503,7,0,0,0,5,28,0,2,2,128,1
504,10,0,0,0,0,29,0,4,2,94,2
505,11,0,1,0,5,6,0,4,2,185,1
506,2,0,2,0,2,21,0,4,2,188,1
507,5,4,2,0,5,4,0,4,2,122,1
508,10,2,1,0,5,6,1,4,2,183,1
509,3,1,0,0,0,20,0,4,2,173,2
510,10,0,2,0,2,21,0,4,2,188,1
511,3,1,3,0,2,16,0,4,0,95,3
512,10,0,2,0,5,8,0,4,2,151,2
513,4,0,0,0,5,28,0,2,2,128,1
514,4,0,0,0,0,29,0,4,2,94,2
515,7,3,3,0,2,16,0,4,0,234,3
516,0,1,2,0,6,19,1,4,1,109,2
517,10,4,0,0,0,29,0,4,2,88,2
518,0,0,2,0,5,8,0,4,2,151,2
519,0,0,0,0,5,28,0,2,2,128,1
520,2,0,2,0,5,8,0,4,2,151,2
521,3,3,1,0,0,31,0,4,2,167,1
522,0,2,1,0,5,6,1,4,2,183,1
523,4,0,2,0,2,21,0,4,2,188,1
524,11,0,0,0,0,29,0,4,2,94,2
525,7,1,2,0,6,19,1,4,1,109,2
526,1,3,1,0,0,31,0,4,2,167,1
527,0,2,3,0,2,16,1,4,0,126,3
528,7,0,2,0,5,8,0,4,2,151,2
529,2,2,0,0,5,28,0,4,2,81,1
530,1,3,2,0,2,25,1,1,2,214,4
531,2,0,0,0,0,29,0,4,2,94,2
532,0,3,1,0,0,31,0,4,2,167,1
533,4,0,1,0,5,6,0,4,2,185,1
534,5,1,3,0,2,16,0,4,0,95,3
535,4,2,3,0,2,16,1,4,0,126,3
536,0,0,0,0,0,29,0,4,2,94,2
537,1,3,3,0,2,16,0,4,0,234,3
538,1,1,2,0,4,9,0,4,2,222,1
539,10,4,1,0,5,6,0,4,2,185,1
540,10,1,0,0,0,20,0,4,2,173,2
541,0,3,3,0,2,16,0,4,0,234,3
542,4,2,1,0,5,6,1,4,2,183,1
543,10,0,1,0,5,6,0,4,2,185,1
544,3,1,1,0,5,6,1,4,2,183,1
545,10,1,2,0,4,9,0,4,2,222,1
546,4,2,0,0,1,0,0,4,2,197,1
547,11,2,2,0,0,29,0,4,2,115,2
548,5,1,1,0,5,6,1,4,2,183,1
549,7,4,0,0,2,21,0,4,2,219,1
550,2,2,0,0,1,0,0,4,2,197,1
551,11,2,3,0,2,16,1,4,0,126,3
552,9,2,3,0,2,16,1,4,0,126,3
553,11,2,0,0,1,0,0,4,2,197,1
554,1,1,3,0,2,16,0,4,0,95,3
555,2,2,3,0,2,16,1,4,0,126,3
556,7,4,2,0,5,4,0,4,2,122,1
557,9,2,0,0,5,28,0,4,2,81,1
558,3,1,2,0,6,19,1,4,1,109,2
559,11,0,2,0,5,8,0,4,2,151,2
560,2,4,1,0,0,10,0,4,2,46,2
561,8,4,2,0,0,10,0,4,2,74,1
562,2,1,0,0,5,4,0,4,2,23,1
563,11,4,2,0,0,10,0,4,2,74,1
564,8,1,0,0,5,4,0,4,2,23,1
565,0,1,1,0,5,28,0,2,2,79,1
566,4,3,0,0,5,6,0,4,2,40,1
567,1,0,0,0,2,16,1,4,2,58,2
568,1,0,2,0,5,4,1,3,2,56,1
569,8,3,0,0,5,6,0,4,2,40,1
570,0,1,0,0,5,4,0,4,2,23,1
571,1,4,1,0,1,3,0,4,2,80,4
572,2,1,2,0,0,29,0,4,2,34,1
573,4,1,1,0,5,28,0,2,2,79,1
574,2,1,1,0,5,28,0,2,2,79,1
575,1,0,0,0,5,4,0,4,2,62,1
576,7,2,0,0,5,8,0,4,2,105,1
577,1,4,2,0,0,29,0,4,2,97,1
578,1,4,2,0,6,7,0,2,0,45,2
579,2,4,2,0,0,10,0,4,2,74,1
580,9,4,1,0,1,3,0,4,2,80,4
581,3,2,1,0,5,1,0,4,2,91,2
582,0,1,2,0,0,29,0,4,2,34,1
583,3,2,0,0,0,10,0,4,2,30,2
584,2,3,0,0,5,6,0,4,2,40,1
585,5,2,1,0,5,1,0,4,2,91,2
586,9,3,0,0,5,6,0,4,2,40,1
587,9,4,1,0,0,10,0,4,2,46,2
588,0,1,0,0,0,31,0,4,2,97,1
589,3,2,0,0,5,8,0,4,2,105,1
590,4,3,2,0,0,10,0,4,2,52,1
591,5,2,0,0,5,8,0,4,2,105,1
592,9,4,2,0,0,10,0,4,2,74,1
593,8,1,1,0,5,28,0,2,2,79,1
594,5,1,0,0,5,4,0,4,2,23,1
595,2,4,2,0,0,29,0,4,2,97,1
596,1,4,1,0,0,10,0,4,2,46,2
597,1,0,2,2,2,21,0,4,2,97,1
598,8,4,1,0,0,10,0,4,2,46,2
599,7,2,1,0,5,1,0,4,2,91,2
600,3,3,0,0,5,6,0,4,2,40,1
601,0,1,2,0,2,16,0,4,2,34,2
602,11,1,1,0,5,28,0,2,2,79,1
603,0,3,0,0,5,6,0,4,2,40,1
604,11,4,1,0,0,10,0,4,2,46,2
605,3,0,2,2,2,21,0,4,2,97,1
606,3,0,2,0,5,4,1,3,2,56,1
607,2,4,2,0,6,7,0,2,0,45,2
608,7,2,0,0,0,10,0,4,2,30,2
609,0,4,1,0,0,10,0,4,2,46,2
610,5,0,2,2,2,21,0,4,2,97,1
611,3,0,0,0,5,4,0,4,2,62,1
612,4,4,1,0,0,10,0,4,2,46,2
613,8,3,1,0,2,16,0,4,2,51,2
614,0,4,2,0,0,10,0,4,2,74,1
615,0,3,2,0,0,10,0,4,2,52,1
616,4,1,2,0,0,29,0,4,2,34,1
617,2,1,0,0,0,31,0,4,2,97,1
618,5,2,0,0,0,10,0,4,2,30,2
619,2,3,2,0,0,10,0,4,2,52,1
620,8,0,0,0,5,4,0,4,2,62,1
621,5,1,2,0,0,29,0,4,2,34,1
622,5,3,2,0,0,10,0,4,2,52,1
623,7,2,2,0,5,24,0,4,2,48,2
624,8,3,2,0,0,10,0,4,2,52,1
625,1,4,2,0,0,10,0,4,2,74,1
626,0,3,1,0,2,16,0,4,2,51,2
627,12,4,1,0,1,3,0,4,2,80,4
628,5,4,1,0,0,10,0,4,2,46,2
629,11,4,2,0,6,7,0,2,0,45,2
630,3,1,2,0,0,29,0,4,2,34,1
631,0,2,1,0,5,1,0,4,2,91,2
632,7,0,2,2,2,21,0,4,2,97,1
633,5,0,0,0,5,4,0,4,2,62,1
634,11,1,2,0,0,29,0,4,2,34,1
635,11,1,0,0,0,31,0,4,2,97,1
636,10,4,2,0,0,29,0,4,2,97,1
637,5,4,2,0,0,10,0,4,2,74,1
638,1,1,2,0,0,29,0,4,2,34,1
639,0,2,0,0,0,10,0,4,2,30,2
640,4,1,0,0,0,31,0,4,2,97,1
641,4,4,2,0,0,10,0,4,2,74,1
642,11,4,1,0,1,3,0,4,2,80,4
643,2,4,1,0,1,3,0,4,2,80,4
644,5,1,1,0,5,28,0,2,2,79,1
645,3,4,2,0,0,10,0,4,2,74,1
646,7,4,2,0,0,10,0,4,2,74,1
647,2,3,1,0,2,16,0,4,2,51,2
648,5,1,0,0,0,31,0,4,2,97,1
649,4,0,0,0,5,4,0,4,2,62,1
650,4,0,2,0,5,4,1,3,2,56,1
651,3,1,0,0,5,4,0,4,2,23,1
652,4,0,2,2,2,21,0,4,2,97,1
653,5,0,2,0,5,4,1,3,2,56,1
654,3,1,1,0,5,28,0,2,2,79,1
