week,day,time_of_day,class_type,faculty,school,joint,degree,enrollment,class_duration,class_type_new
8,3,1,2,6,12,0,2,24,1,1
3,4,1,0,6,11,0,0,50,3,2
3,0,2,0,6,11,0,0,42,3,2
7,4,1,0,6,11,0,0,50,3,2
10,1,2,0,6,11,0,0,17,3,1
3,3,0,0,6,11,0,0,46,3,2
1,1,0,0,5,15,0,2,26,1,1
7,1,2,0,6,11,0,0,17,3,1
7,3,0,0,6,11,0,0,46,3,2
10,4,2,0,6,11,0,2,35,3,1
7,3,1,2,6,12,0,2,24,1,1
4,4,1,0,6,11,0,0,50,3,2
11,3,2,0,6,11,0,0,40,3,2
11,3,1,2,6,12,0,2,24,1,1
3,0,0,0,6,11,0,0,44,3,2
2,0,2,0,6,11,0,0,42,3,2
7,1,1,0,5,24,0,2,22,2,1
11,0,0,0,6,11,0,0,44,3,2
9,2,0,0,6,12,0,0,49,3,2
8,2,0,0,6,12,0,0,49,3,2
3,3,1,2,6,12,0,2,24,1,1
0,4,2,0,6,11,0,2,35,3,1
5,2,0,0,6,12,0,0,49,3,2
3,1,2,0,6,11,0,0,17,3,1
11,2,3,0,6,7,0,0,40,2,1
7,1,0,0,0,10,0,2,33,2,1
6,2,1,2,6,23,0,2,20,1,1
6,4,0,0,6,12,0,0,50,3,1
3,4,2,0,6,11,0,2,35,3,2
1,1,0,0,0,10,0,2,33,2,2
1,1,2,0,6,11,0,0,17,3,1
8,0,0,0,6,11,0,0,44,3,2
11,2,0,0,6,12,0,0,49,3,2
2,1,0,0,5,15,0,2,26,1,1
12,1,2,0,6,11,0,0,17,3,1
5,4,0,0,6,12,0,0,50,3,2
1,4,1,0,6,11,0,0,50,3,2
6,2,2,0,6,11,0,0,45,3,2
10,2,2,0,6,11,0,0,45,3,2
4,2,1,2,6,23,0,2,20,1,1
6,2,3,0,6,7,0,0,40,2,2
7,4,2,0,6,11,0,2,35,3,1
5,1,0,0,5,15,0,2,26,1,1
10,1,0,0,0,10,0,2,33,2,1
4,0,2,0,6,11,0,0,42,3,2
3,3,2,0,6,11,0,0,40,3,2
9,2,1,2,6,23,0,2,20,1,1
0,4,1,0,6,11,0,0,50,3,2
8,3,3,0,6,11,0,0,41,3,1
11,3,0,0,6,11,0,0,46,3,2
3,1,0,0,0,10,0,2,33,2,2
6,2,0,0,6,12,0,0,49,3,2
1,4,0,0,6,12,0,0,50,3,2
7,1,0,0,5,15,0,2,26,1,1
5,1,2,0,6,11,0,0,17,3,1
10,3,1,2,6,12,0,2,24,1,1
10,1,0,0,5,15,0,2,26,1,1
10,1,0,0,5,15,0,2,26,1,1
5,4,2,0,6,11,0,2,35,3,2
5,2,3,0,6,7,0,0,40,2,2
4,0,0,0,6,11,0,0,44,3,2
1,0,0,0,6,11,0,0,44,3,1
10,0,0,0,6,11,0,0,44,3,2
3,1,0,0,5,15,0,2,26,1,1
11,3,3,0,6,11,0,0,41,3,2
1,4,2,0,6,11,0,2,35,3,2
11,1,0,0,0,10,0,2,33,2,1
8,4,1,0,6,11,0,0,50,3,2
5,1,0,0,0,10,0,2,33,2,1
10,3,2,0,6,11,0,0,40,3,2
3,3,3,0,6,11,0,0,41,3,2
8,2,2,0,6,11,0,0,45,3,2
10,1,1,0,5,24,0,2,22,2,1
2,1,0,0,0,10,0,2,33,2,1
5,4,1,0,6,11,0,0,50,3,2
5,2,2,0,6,11,0,0,45,3,2
9,4,0,0,6,12,0,0,50,3,2
12,1,1,0,5,24,0,2,22,2,1
8,4,0,0,6,12,0,0,50,3,2
2,2,3,0,6,7,0,0,40,2,2
10,3,0,0,6,11,0,0,46,3,2
1,0,2,0,6,11,0,0,42,3,2
2,4,0,0,6,12,0,0,50,3,2
6,3,1,2,6,12,0,2,24,1,1
5,2,1,2,6,23,0,2,20,1,1
4,4,2,0,6,11,0,2,35,3,2
2,1,2,0,6,11,0,0,17,3,1
12,1,0,0,5,15,0,2,26,1,1
11,1,2,0,6,11,0,0,17,3,1
9,4,2,0,6,11,0,2,35,3,2
4,2,2,0,6,11,0,0,45,3,2
0,3,2,0,6,11,0,0,40,3,2
0,0,0,0,6,11,0,0,44,3,2
2,2,1,2,6,23,0,2,20,1,1
10,3,3,0,6,11,0,0,41,3,2
2,4,1,0,6,11,0,0,50,3,2
6,3,3,0,6,11,0,0,41,3,2
6,3,2,0,6,11,0,0,40,3,2
11,4,0,0,6,12,0,0,50,3,2
12,3,1,2,6,12,0,2,24,1,1
7,2,1,2,6,23,0,2,20,1,1
8,2,3,0,6,7,0,0,40,2,1
0,2,3,0,6,7,0,0,40,2,2
12,1,0,0,5,15,0,2,26,1,1
0,0,2,0,6,11,0,0,42,3,2
11,1,0,0,5,15,0,2,26,1,1
10,2,0,0,6,12,0,0,49,3,1
10,2,3,0,6,7,0,0,40,2,2
7,2,0,0,6,12,0,0,49,3,2
2,4,2,0,6,11,0,2,35,3,2
11,4,2,0,6,11,0,2,35,3,2
3,2,1,2,6,23,0,2,20,1,1
8,2,1,2,6,23,0,2,20,1,1
12,3,2,0,6,11,0,0,40,3,2
6,1,1,0,5,24,0,2,22,2,1
8,1,1,0,5,24,0,2,22,2,1
0,2,0,0,6,12,0,0,49,3,1
6,1,0,0,5,15,0,2,26,1,1
0,3,3,0,6,11,0,0,41,3,2
6,4,1,0,6,11,0,0,50,3,2
0,1,2,0,6,11,0,0,17,3,1
6,3,0,0,6,11,0,0,46,3,2
8,4,2,0,6,11,0,2,35,3,1
4,1,0,0,5,15,0,2,26,1,1
7,0,0,0,6,11,0,0,44,3,2
10,0,2,0,6,11,0,0,42,3,2
8,1,0,0,5,15,0,2,26,1,1
1,3,2,0,6,11,0,0,40,3,2
7,2,3,0,6,7,0,0,40,2,2
8,1,0,0,0,10,0,2,33,2,1
6,0,0,0,6,11,0,0,44,3,2
7,2,2,0,6,11,0,0,45,3,2
11,4,1,0,6,11,0,0,50,3,2
4,1,0,0,0,10,0,2,33,2,1
4,1,2,0,6,11,0,0,17,3,1
3,2,2,0,6,11,0,0,45,3,2
0,1,0,0,0,10,0,2,33,2,1
6,1,0,0,0,10,0,2,33,2,1
3,2,3,0,6,7,0,0,40,2,2
0,2,2,0,6,11,0,0,45,3,2
1,3,1,2,6,12,0,2,24,1,1
0,3,0,0,6,11,0,0,46,3,2
8,1,2,0,6,11,0,0,17,3,1
6,0,2,0,6,11,0,0,42,3,2
11,1,0,0,5,15,0,2,26,1,1
11,1,1,0,5,24,0,2,22,2,1
10,2,1,2,6,23,0,2,20,1,1
3,2,0,0,6,12,0,0,49,3,2
6,1,2,0,6,11,0,0,17,3,1
0,1,1,0,5,24,0,2,22,2,1
1,3,3,0,6,11,0,0,41,3,1
1,3,0,0,6,11,0,0,46,3,2
7,4,0,0,5,28,0,2,271,1,3
8,0,0,0,2,17,1,1,303,1,3
7,4,2,0,4,26,1,2,404,1,3
4,2,0,0,6,30,0,2,269,2,3
1,2,2,0,5,8,0,2,381,2,4
2,3,0,0,5,28,0,2,231,1,3
3,3,1,0,5,8,0,2,447,1,4
1,2,3,0,6,18,0,2,374,2,4
3,0,1,0,4,26,1,2,404,1,3
7,4,2,0,5,8,0,2,291,2,4
2,1,1,0,6,23,0,2,296,2,4
3,4,1,0,6,18,0,2,400,2,4
3,4,0,0,6,18,0,2,416,2,4
3,4,2,0,5,8,0,2,291,2,4
8,0,0,0,5,8,0,2,447,1,3
2,4,0,0,5,28,0,2,271,1,4
9,3,1,0,5,8,0,2,447,1,4
7,4,0,0,6,18,0,2,416,2,4
1,2,2,0,6,18,0,2,397,2,5
4,3,2,0,4,26,1,2,404,1,3
3,4,2,0,4,26,1,2,404,1,3
2,3,0,0,2,17,1,1,321,1,4
3,0,3,1,2,25,0,2,326,1,5
2,3,2,0,4,26,1,2,404,1,3
9,3,2,0,4,26,1,2,404,1,3
4,3,0,0,6,23,0,2,455,2,5
3,4,3,0,2,16,0,0,344,3,4
3,1,2,0,5,8,0,2,399,2,4
7,1,2,0,5,8,0,2,399,2,3
7,1,1,0,6,23,0,2,296,2,3
9,3,2,0,5,8,0,2,399,2,3
2,3,2,0,5,8,0,2,399,2,4
3,1,1,0,6,23,0,2,296,2,4
5,2,0,0,6,30,0,2,269,2,3
5,0,0,0,5,8,0,2,447,1,4
7,4,1,0,6,18,0,2,400,2,4
7,1,2,0,2,16,0,2,418,2,4
4,4,2,0,5,8,0,2,291,2,4
2,1,2,0,5,8,0,2,399,2,5
4,3,2,0,5,8,0,2,399,2,4
2,0,0,0,5,8,0,2,447,1,4
10,1,1,0,5,15,0,2,386,1,4
2,3,1,0,5,8,0,2,447,1,5
2,4,2,0,4,26,1,2,404,1,4
4,3,0,0,2,17,1,1,321,1,3
6,3,0,0,5,28,0,2,231,1,3
3,1,1,0,5,15,0,2,386,1,4
5,0,2,0,5,8,0,2,306,2,3
4,4,1,0,6,18,0,2,400,2,4
4,2,1,0,2,25,0,2,399,3,3
7,1,0,0,6,18,0,2,421,2,4
5,1,2,0,2,16,0,2,418,2,4
2,0,2,0,5,8,0,2,306,2,4
5,3,0,0,2,17,1,1,321,1,3
6,3,2,0,4,26,1,2,404,1,5
2,3,0,0,6,23,0,2,455,2,5
3,1,0,0,6,18,0,2,421,2,4
2,1,1,0,5,15,0,2,386,1,4
7,1,1,0,5,15,0,2,386,1,3
3,1,2,0,2,16,0,2,418,2,4
4,4,0,0,6,18,0,2,416,2,4
2,1,2,0,2,16,0,2,418,2,5
4,4,2,0,4,26,1,2,404,1,3
2,0,0,0,2,17,1,1,303,1,4
4,3,0,0,5,28,0,2,231,1,3
1,2,1,0,2,25,0,2,399,3,5
3,3,2,0,5,8,0,2,399,2,4
3,3,2,0,4,26,1,2,404,1,3
3,3,0,0,5,28,0,2,231,1,3
3,1,3,0,6,11,0,2,133,2,3
1,0,1,0,4,26,1,2,404,1,3
4,4,3,0,2,16,0,0,344,3,4
5,2,2,0,5,8,0,2,381,2,3
4,2,3,0,6,18,0,2,374,2,3
2,0,0,0,5,4,0,2,238,1,4
3,4,1,0,2,16,0,2,418,1,5
4,4,0,0,5,28,0,2,271,1,4
5,1,0,0,6,18,0,2,421,2,4
1,1,3,0,6,11,0,2,133,2,3
10,1,2,0,2,16,0,2,418,2,3
4,1,1,0,6,23,0,2,296,2,4
1,1,2,0,2,16,0,2,418,2,5
1,1,0,0,6,18,0,2,421,2,5
3,4,0,0,5,28,0,2,271,1,4
8,2,0,0,6,30,0,2,269,2,2
9,0,0,0,2,17,1,1,303,1,3
11,4,0,0,5,28,0,2,271,1,3
9,3,0,0,6,23,0,2,455,2,4
6,2,1,0,2,25,0,2,399,3,3
4,2,2,0,5,8,0,2,381,2,4
12,4,3,0,2,16,0,0,344,3,4
4,0,2,0,5,8,0,2,306,2,3
2,1,3,0,6,11,0,2,133,2,3
2,4,2,0,5,8,0,2,291,2,4
4,1,2,0,5,8,0,2,399,2,4
3,2,0,0,6,30,0,2,269,2,3
1,1,1,0,6,23,0,2,296,2,4
10,4,3,0,2,16,0,0,344,3,4
10,4,1,0,6,18,0,2,400,2,4
4,2,2,0,6,18,0,2,397,2,4
2,1,0,0,6,18,0,2,421,2,5
10,4,0,0,5,28,0,2,271,1,3
5,1,1,0,6,23,0,2,296,2,3
2,4,0,0,6,18,0,2,416,2,4
8,0,2,0,5,8,0,2,306,2,3
0,4,1,0,2,16,0,2,418,1,5
1,0,2,0,5,8,0,2,306,2,4
10,1,0,0,6,18,0,2,421,2,4
4,4,1,0,2,16,0,2,418,1,5
5,0,0,0,2,17,1,1,303,1,3
8,3,0,0,6,23,0,2,455,2,5
10,4,2,0,5,8,0,2,291,2,3
4,3,1,0,5,8,0,2,447,1,5
8,3,2,0,5,8,0,2,399,2,3
5,1,2,0,5,8,0,2,399,2,4
11,0,2,0,5,8,0,2,306,2,3
11,4,0,0,6,18,0,2,416,2,4
4,0,0,0,5,8,0,2,447,1,4
5,3,0,0,6,23,0,2,455,2,5
9,2,2,0,5,8,0,2,381,2,4
9,0,0,0,5,8,0,2,447,1,3
9,0,2,0,5,8,0,2,306,2,3
3,0,0,0,5,8,0,2,447,1,4
5,1,1,0,5,15,0,2,386,1,4
10,3,0,0,6,23,0,2,455,2,4
2,2,1,0,2,25,0,2,399,3,4
10,3,1,0,5,8,0,2,447,1,4
6,3,2,0,5,8,0,2,399,2,4
1,2,0,0,6,30,0,2,269,2,4
3,2,2,0,5,8,0,2,381,2,4
11,4,2,0,5,8,0,2,291,2,4
4,0,1,1,2,25,0,2,354,2,5
4,0,1,0,4,26,1,2,404,1,3
0,4,0,0,6,18,0,2,416,2,5
1,4,3,0,2,16,0,0,344,3,5
10,4,0,0,6,18,0,2,416,2,3
6,2,0,0,6,30,0,2,269,2,3
11,3,2,0,4,26,1,2,404,1,3
11,2,0,0,6,30,0,2,269,2,3
3,3,0,0,2,17,1,1,321,1,4
3,3,0,0,6,23,0,2,455,2,5
10,3,2,0,4,26,1,2,404,1,3
11,0,0,0,5,8,0,2,447,1,3
3,2,1,0,2,25,0,2,399,3,3
4,1,0,0,6,18,0,2,421,2,4
6,2,3,0,6,18,0,2,374,2,3
6,2,2,0,6,18,0,2,397,2,4
6,2,2,0,5,8,0,2,381,2,4
7,4,3,0,2,16,0,0,344,3,4
10,4,2,0,4,26,1,2,404,1,3
8,4,0,0,5,28,0,2,271,1,3
2,2,0,0,6,30,0,2,269,2,4
2,4,1,0,2,16,0,2,418,1,5
6,3,0,0,6,23,0,2,455,2,5
8,1,2,0,5,8,0,2,399,2,3
3,2,3,0,6,18,0,2,374,2,3
9,2,2,0,6,18,0,2,397,2,3
1,0,0,0,5,8,0,2,447,1,5
9,2,1,0,2,25,0,2,399,3,3
9,2,0,0,6,30,0,2,269,2,3
3,0,2,0,5,8,0,2,306,2,4
8,3,1,0,5,8,0,2,447,1,4
11,3,0,0,6,23,0,2,455,2,4
10,3,2,0,5,8,0,2,399,2,3
4,0,0,0,5,4,0,2,238,1,3
4,0,0,0,2,17,1,1,303,1,3
11,0,0,0,2,17,1,1,303,1,3
5,4,3,0,2,16,0,0,344,3,4
0,4,3,0,2,16,0,0,344,3,5
0,4,1,0,6,18,0,2,400,2,4
0,4,2,0,5,8,0,2,291,2,5
9,0,3,1,2,25,0,2,326,1,5
7,4,1,0,2,16,0,2,418,1,4
2,2,2,0,6,18,0,2,397,2,4
2,2,2,0,5,8,0,2,381,2,4
2,4,1,0,6,18,0,2,400,2,4
0,3,0,0,5,28,0,2,231,1,3
6,3,0,0,2,17,1,1,321,1,3
4,1,2,0,2,16,0,2,418,2,4
5,0,0,0,5,4,0,2,238,1,3
5,2,3,0,6,18,0,2,374,2,3
5,2,2,0,6,18,0,2,397,2,4
5,2,1,0,2,25,0,2,399,3,3
11,3,1,0,5,8,0,2,447,1,3
11,2,2,0,5,8,0,2,381,2,3
11,3,2,0,5,8,0,2,399,2,3
11,2,2,0,6,18,0,2,397,2,4
6,0,3,1,2,25,0,2,326,1,5
1,0,0,0,2,17,1,1,303,1,4
1,0,0,0,5,4,0,2,238,1,4
8,2,2,0,5,8,0,2,381,2,3
8,2,1,0,2,25,0,2,399,3,3
10,4,1,0,2,16,0,2,418,1,4
2,2,3,0,6,18,0,2,374,2,4
8,4,2,0,5,8,0,2,291,2,4
11,2,3,0,6,18,0,2,374,2,3
0,4,0,0,5,28,0,2,271,1,4
1,4,0,0,6,18,0,2,416,2,4
6,3,1,0,5,8,0,2,447,1,4
2,4,3,0,2,16,0,0,344,3,5
0,3,2,0,5,8,0,2,399,2,5
5,4,1,0,2,16,0,2,418,1,4
5,4,1,0,6,18,0,2,400,2,4
5,3,1,0,5,8,0,2,447,1,4
0,4,2,0,4,26,1,2,404,1,3
8,4,0,0,6,18,0,2,416,2,4
7,0,0,0,5,8,0,2,447,1,4
5,3,2,0,5,8,0,2,399,2,4
11,3,0,0,2,17,1,1,321,1,2
10,2,3,0,6,18,0,2,374,2,3
1,4,2,0,5,8,0,2,291,2,4
0,3,2,0,4,26,1,2,404,1,4
3,2,2,0,6,18,0,2,397,2,4
11,4,1,0,6,18,0,2,400,2,4
7,2,0,0,6,30,0,2,269,2,3
9,4,2,0,4,26,1,2,404,1,3
9,4,0,0,5,28,0,2,271,1,3
8,0,1,1,2,25,0,2,354,2,5
7,0,0,0,2,17,1,1,303,1,3
10,1,2,0,5,8,0,2,399,2,3
7,0,2,0,5,8,0,2,306,2,4
6,4,1,0,2,16,0,2,418,1,4
5,4,0,0,5,28,0,2,271,1,4
1,4,1,0,6,18,0,2,400,2,5
0,0,2,0,5,8,0,2,306,2,4
7,2,2,0,6,18,0,2,397,2,4
8,1,1,0,6,23,0,2,296,2,3
7,2,1,0,2,25,0,2,399,3,3
10,1,1,0,6,23,0,2,296,2,3
1,4,1,0,2,16,0,2,418,1,5
1,1,2,0,5,8,0,2,399,2,5
11,4,3,0,2,16,0,0,344,3,4
8,4,1,0,6,18,0,2,400,2,4
4,1,3,0,6,11,0,2,133,2,2
0,0,0,0,5,8,0,2,447,1,5
0,1,2,0,5,8,0,2,399,2,5
6,0,2,0,5,8,0,2,306,2,3
7,2,2,0,5,8,0,2,381,2,4
6,1,2,0,5,8,0,2,399,2,3
5,4,2,0,5,8,0,2,291,2,4
3,0,0,0,2,17,1,1,303,1,3
5,4,2,0,4,26,1,2,404,1,3
10,0,0,0,2,17,1,1,303,1,3
11,1,1,0,6,23,0,2,296,2,3
10,0,0,0,5,8,0,2,447,1,3
8,4,1,0,2,16,0,2,418,1,4
0,2,1,0,2,25,0,2,399,3,5
7,3,2,0,5,8,0,2,399,2,3
0,1,1,0,6,23,0,2,296,2,4
6,0,0,0,5,8,0,2,447,1,4
6,4,0,0,5,28,0,2,271,1,4
0,2,0,0,6,30,0,2,269,2,4
3,0,0,0,5,4,0,2,238,1,3
8,2,2,0,6,18,0,2,397,2,4
9,4,2,0,5,8,0,2,291,2,4
10,2,0,0,6,30,0,2,269,2,3
11,1,2,0,5,8,0,2,399,2,3
8,1,2,0,2,16,0,2,418,2,4
11,1,0,0,6,18,0,2,421,2,4
7,0,0,0,5,4,0,2,238,1,3
0,1,0,0,6,18,0,2,421,2,5
10,2,2,0,5,8,0,2,381,2,3
1,3,0,0,5,28,0,2,231,1,3
4,1,1,0,5,15,0,2,386,1,4
5,4,0,0,6,18,0,2,416,2,4
9,4,0,0,6,18,0,2,416,2,4
6,1,1,0,6,23,0,2,296,2,3
6,4,2,0,5,8,0,2,291,2,4
6,1,1,0,5,15,0,2,386,1,3
6,4,2,0,4,26,1,2,404,1,3
0,2,3,0,6,18,0,2,374,2,4
0,2,2,0,5,8,0,2,381,2,4
0,1,1,0,5,15,0,2,386,1,4
10,2,2,0,6,18,0,2,397,2,3
10,2,1,0,2,25,0,2,399,3,3
9,4,3,0,2,16,0,0,344,3,4
10,0,2,0,5,8,0,2,306,2,3
6,1,0,0,6,18,0,2,421,2,4
11,4,1,0,2,16,0,2,418,1,4
6,4,0,0,6,18,0,2,416,2,4
1,3,2,0,5,8,0,2,399,2,5
11,1,1,0,5,15,0,2,386,1,3
6,4,3,0,2,16,0,0,344,3,4
7,3,0,0,6,23,0,2,455,2,5
5,3,2,0,4,26,1,2,404,1,3
8,1,0,0,6,18,0,2,421,2,4
6,0,0,0,2,17,1,1,303,1,3
0,3,1,0,5,8,0,2,447,1,5
9,4,1,0,6,18,0,2,400,2,4
0,2,2,0,6,18,0,2,397,2,5
9,4,1,0,2,16,0,2,418,1,4
0,3,0,0,2,17,1,1,321,1,5
1,3,0,0,2,17,1,1,321,1,4
6,1,2,0,2,16,0,2,418,2,4
7,3,1,0,5,8,0,2,447,1,4
6,4,1,0,6,18,0,2,400,2,4
7,2,3,0,6,18,0,2,374,2,3
8,1,3,0,6,11,0,2,133,2,4
1,3,1,0,5,8,0,2,447,1,5
11,1,2,0,2,16,0,2,418,2,3
0,0,1,0,4,26,1,2,404,1,3
12,0,3,1,2,25,0,2,326,1,5
7,3,2,0,4,26,1,2,404,1,3
1,4,2,0,4,26,1,2,404,1,4
1,3,2,0,4,26,1,2,404,1,4
0,3,0,0,6,23,0,2,455,2,5
1,3,0,0,6,23,0,2,455,2,5
0,0,0,0,2,17,1,1,303,1,4
8,1,1,0,5,15,0,2,386,1,4
1,4,0,0,5,28,0,2,271,1,4
0,1,3,0,6,11,0,2,133,2,3
0,1,2,0,2,16,0,2,418,2,5
4,3,2,0,2,2,0,2,159,2,4
4,3,0,0,2,21,1,2,185,2,2
5,1,1,0,6,12,0,0,79,3,3
4,4,0,0,2,21,0,2,211,1,4
2,1,0,0,5,28,0,2,81,1,2
4,3,1,0,2,2,1,0,163,1,4
3,1,1,0,6,12,0,0,79,3,3
2,1,2,0,5,28,0,2,128,1,2
2,4,2,0,4,26,0,2,102,2,3
4,4,1,0,6,18,1,1,157,2,2
4,4,2,0,3,5,1,2,90,1,2
7,4,0,0,2,21,0,2,211,1,2
3,4,1,0,6,18,1,1,157,2,3
9,4,0,0,2,25,1,2,197,2,3
2,1,0,0,6,32,0,2,145,1,3
10,4,0,0,2,21,0,2,211,1,3
8,4,0,0,2,25,1,2,197,2,3
4,4,2,0,2,25,0,2,212,1,1
4,3,2,0,0,31,0,2,120,1,4
2,3,2,0,0,31,0,2,120,1,4
3,1,0,0,6,32,0,2,145,1,3
2,4,3,0,2,25,0,0,193,3,4
2,1,2,0,5,28,0,2,137,1,3
3,0,0,0,6,7,0,2,167,2,3
7,1,0,0,5,4,0,2,57,1,1
10,4,3,0,2,25,0,0,193,3,3
10,4,2,0,4,26,0,2,102,2,2
2,0,2,0,3,14,1,1,181,3,4
2,1,1,0,6,12,0,0,79,3,3
2,3,1,0,2,2,1,0,163,1,4
10,4,1,0,6,18,1,1,157,2,1
2,1,0,0,2,13,0,2,125,3,3
3,0,2,0,0,31,0,2,32,1,1
4,4,3,0,2,25,0,0,193,3,4
2,4,2,0,2,25,0,2,212,1,2
4,4,2,0,4,26,0,2,102,2,3
2,4,0,0,2,25,1,2,197,2,4
2,1,2,0,2,25,0,2,212,1,3
2,3,0,0,2,21,1,2,185,2,3
3,0,2,0,2,25,0,2,226,1,3
9,0,2,0,3,14,1,1,181,3,3
4,1,0,0,5,28,0,2,81,1,1
9,0,0,0,6,7,0,2,167,2,2
3,0,2,0,3,14,1,1,181,3,4
9,0,2,0,2,25,0,2,226,1,2
2,2,1,0,6,11,0,2,194,2,3
2,2,0,0,6,18,0,0,160,2,4
5,1,0,0,2,13,0,2,125,3,4
10,3,2,0,2,2,0,2,159,2,4
11,4,0,0,2,25,1,2,197,2,2
4,4,0,0,2,25,1,2,197,2,4
3,1,0,0,2,13,0,2,125,3,3
2,4,2,0,3,5,1,2,90,1,3
9,2,0,0,5,24,0,2,105,2,3
5,2,0,0,5,24,0,2,105,2,3
9,3,2,0,0,31,0,2,120,1,3
6,3,2,0,0,31,0,2,120,1,3
8,3,1,0,2,2,1,0,163,1,4
2,0,0,0,6,7,0,2,167,2,3
2,0,2,0,0,31,0,2,32,1,1
1,2,2,0,6,23,0,2,149,2,3
1,0,0,0,6,7,0,2,167,2,3
2,3,2,0,2,2,0,2,159,2,4
1,0,2,0,2,25,0,2,226,1,4
6,2,0,0,6,18,0,0,160,2,4
10,1,2,0,2,25,0,2,212,1,1
10,1,2,0,5,28,0,2,137,1,2
10,1,0,0,5,24,0,0,45,2,2
4,2,1,0,6,11,0,2,194,2,3
11,4,2,0,4,26,0,2,102,2,2
11,4,2,0,2,25,0,2,212,1,2
3,1,0,0,5,28,0,2,81,1,2
2,4,1,0,6,18,1,1,157,2,3
1,0,2,0,0,31,0,2,32,1,1
2,4,0,0,2,21,0,2,211,1,4
9,2,2,0,6,23,0,2,149,2,1
4,1,2,0,5,28,0,2,137,1,3
6,1,0,0,5,28,0,2,81,1,1
3,1,2,0,2,25,0,2,212,1,3
3,1,2,0,5,28,0,2,137,1,3
1,2,1,0,6,11,0,2,194,2,4
1,2,0,0,6,18,0,0,160,2,4
0,1,2,0,5,28,0,2,128,1,2
9,2,0,0,6,18,0,0,160,2,3
0,1,0,0,5,28,0,2,81,1,2
8,2,0,0,6,18,0,0,160,2,1
6,3,0,0,2,21,1,2,185,2,2
11,2,1,0,6,11,0,2,194,2,3
11,4,2,0,4,26,0,2,102,2,2
8,4,2,0,4,26,0,2,102,2,2
3,1,2,0,5,28,0,2,128,1,2
4,0,2,0,3,14,1,1,181,3,4
9,2,1,0,6,11,0,2,194,2,3
5,0,2,0,3,14,1,1,181,3,4
1,0,2,0,3,14,1,1,181,3,4
4,1,2,0,5,28,0,2,128,1,2
6,2,1,0,6,11,0,2,194,2,3
6,1,2,0,5,28,0,2,128,1,1
8,1,0,0,5,28,0,2,81,1,1
2,2,2,0,6,23,0,2,149,2,3
11,0,2,0,3,14,1,1,181,3,3
10,3,1,0,2,2,1,0,163,3,3
3,4,2,0,3,5,1,2,90,1,2
8,2,1,0,6,11,0,2,194,2,4
12,1,1,0,6,12,0,0,79,3,3
8,0,0,0,6,7,0,2,167,2,2
10,1,1,0,6,12,0,0,79,3,3
9,4,3,0,2,25,0,0,193,3,4
8,3,2,0,2,2,0,2,159,2,2
6,2,0,0,5,24,0,2,105,2,2
11,2,2,0,6,23,0,2,149,3,2
5,1,2,0,2,25,0,2,212,1,2
6,3,2,0,2,2,0,2,159,2,3
8,1,2,0,5,28,0,2,137,1,2
4,1,1,0,6,12,0,0,79,3,2
4,1,2,0,2,25,0,2,212,1,3
11,4,0,0,2,21,0,2,211,1,3
8,4,1,0,6,18,1,1,157,2,2
8,4,0,0,2,21,0,2,211,1,4
5,0,2,0,2,25,0,2,226,1,3
11,2,0,0,6,18,0,0,160,2,3
9,4,2,0,4,26,0,2,102,2,1
11,3,1,0,2,2,1,0,163,1,1
4,2,0,0,6,18,0,0,160,2,3
4,2,2,0,6,23,0,2,149,2,2
10,4,2,0,4,26,0,2,102,2,2
7,1,2,0,5,28,0,2,137,1,2
1,2,0,0,5,24,0,2,105,2,3
8,0,2,0,3,14,1,1,181,3,3
11,4,1,0,6,18,1,1,157,2,2
3,4,3,0,2,25,0,0,193,3,4
3,4,2,0,4,26,0,2,102,2,3
6,2,2,0,6,23,0,2,149,2,2
9,3,2,0,2,2,0,2,159,2,3
9,4,2,0,4,26,0,2,102,2,1
11,2,0,0,5,24,0,2,105,2,3
7,0,2,0,2,25,0,2,226,1,2
0,3,2,0,0,31,0,2,120,1,3
7,2,2,0,6,23,0,2,149,2,2
7,2,0,0,5,24,0,2,105,2,3
5,0,0,0,6,7,0,2,167,2,3
5,1,2,0,5,28,0,2,128,1,4
6,4,0,0,2,25,1,2,197,2,4
6,0,2,0,2,25,0,2,226,1,3
5,2,1,0,6,11,0,2,194,2,3
5,2,2,0,6,23,0,2,149,2,2
3,2,0,0,5,24,0,2,105,2,3
11,4,3,0,2,25,0,0,193,3,4
11,0,0,0,6,7,0,2,167,2,2
4,0,0,0,6,7,0,2,167,2,3
7,1,2,0,5,28,0,2,128,1,1
1,4,0,0,2,25,1,2,197,2,4
10,4,0,0,2,25,1,2,197,2,3
5,2,0,0,6,18,0,0,160,2,4
3,2,2,0,6,23,0,2,149,2,3
3,3,2,0,0,31,0,2,120,1,3
0,4,0,0,2,21,0,2,211,1,4
0,4,3,0,2,25,0,0,193,3,4
0,3,0,0,2,21,1,2,185,2,4
0,1,2,0,5,28,0,2,137,1,3
4,2,0,0,5,24,0,2,105,2,3
1,3,2,0,0,31,0,2,120,1,4
8,1,2,0,2,25,0,2,212,1,2
3,2,1,0,6,11,0,2,194,2,3
3,3,0,0,2,21,1,2,185,2,3
6,1,2,0,2,25,0,2,212,1,2
6,1,2,0,5,28,0,2,137,1,2
1,1,2,0,2,25,0,2,212,1,4
0,1,2,0,2,25,0,2,212,1,4
5,1,2,0,5,28,0,2,137,1,2
