week,day,time_of_day,class_type,faculty,school,joint,status,degree,enrollment,class_duration
11,4,2,0,6,7,0,2,0,45,2
3,1,2,0,0,29,0,4,2,34,1
0,2,1,0,5,1,0,4,2,91,2
7,0,2,2,2,21,0,4,2,97,1
5,0,0,0,5,4,0,4,2,62,1
11,1,2,0,0,29,0,4,2,34,1
11,1,0,0,0,31,0,4,2,97,1
10,4,2,0,0,29,0,4,2,97,1
5,4,2,0,0,10,0,4,2,74,1
1,1,2,0,0,29,0,4,2,34,1
0,2,0,0,0,10,0,4,2,30,2
4,1,0,0,0,31,0,4,2,97,1
4,4,2,0,0,10,0,4,2,74,1
11,4,1,0,1,3,0,4,2,80,4
2,4,1,0,1,3,0,4,2,80,4
5,1,1,0,5,28,0,2,2,79,1
3,4,2,0,0,10,0,4,2,74,1
7,4,2,0,0,10,0,4,2,74,1
2,3,1,0,2,16,0,4,2,51,2
5,1,0,0,0,31,0,4,2,97,1
4,0,0,0,5,4,0,4,2,62,1
4,0,2,0,5,4,1,3,2,56,1
3,1,0,0,5,4,0,4,2,23,1
4,0,2,2,2,21,0,4,2,97,1
5,0,2,0,5,4,1,3,2,56,1
3,1,1,0,5,28,0,2,2,79,1
9,0,2,0,5,4,1,3,2,56,1
7,1,0,0,5,4,0,4,2,23,1
0,0,2,0,5,4,1,3,2,56,1
0,4,2,0,6,7,0,2,0,45,2
10,2,1,0,5,1,0,4,2,91,2
8,1,0,0,0,31,0,4,2,97,1
7,0,2,0,5,4,1,3,2,56,1
2,2,1,0,5,1,0,4,2,91,2
8,2,0,0,0,10,0,4,2,30,2
5,3,0,0,5,6,0,4,2,40,1
2,0,2,0,5,4,1,3,2,56,1
3,3,2,0,0,10,0,4,2,52,1
10,3,0,0,5,6,0,4,2,40,1
4,2,0,0,0,10,0,4,2,30,2
1,2,0,0,0,10,0,4,2,30,2
11,4,2,0,0,29,0,4,2,97,1
7,0,0,0,5,4,0,4,2,62,1
7,1,0,0,0,31,0,4,2,97,1
7,1,2,0,0,29,0,4,2,34,1
4,4,2,0,0,29,0,4,2,97,1
1,1,0,0,0,31,0,4,2,97,1
10,0,0,0,5,4,0,4,2,62,1
0,4,1,0,1,3,0,4,2,80,4
4,2,0,0,5,8,0,4,2,105,1
1,3,0,0,5,6,0,4,2,40,1
1,2,0,0,5,8,0,4,2,105,1
4,2,1,0,5,1,0,4,2,91,2
2,0,0,0,5,4,0,4,2,62,1
7,4,1,0,0,10,0,4,2,46,2
2,0,2,2,2,21,0,4,2,97,1
3,1,0,0,0,31,0,4,2,97,1
0,4,2,0,0,29,0,4,2,97,1
9,3,2,0,0,10,0,4,2,52,1
8,4,2,0,6,7,0,2,0,45,2
10,2,0,0,5,8,0,4,2,105,1
10,0,2,2,2,21,0,4,2,97,1
2,2,0,0,5,8,0,4,2,105,1
10,4,1,0,0,10,0,4,2,46,2
10,4,1,0,1,3,0,4,2,80,4
11,0,2,0,5,4,1,3,2,56,1
1,1,0,0,5,4,0,4,2,23,1
5,4,2,0,0,29,0,4,2,97,1
10,2,0,0,0,10,0,4,2,30,2
1,1,1,0,5,28,0,2,2,79,1
10,3,2,0,0,10,0,4,2,52,1
11,0,2,2,2,21,0,4,2,97,1
10,0,2,0,5,4,1,3,2,56,1
0,2,0,0,5,8,0,4,2,105,1
11,2,1,0,5,1,0,4,2,91,2
5,4,2,0,6,7,0,2,0,45,2
10,4,2,0,6,7,0,2,0,45,2
10,4,2,0,0,10,0,4,2,74,1
7,1,1,0,5,28,0,2,2,79,1
7,3,2,0,0,10,0,4,2,52,1
3,4,1,0,0,10,0,4,2,46,2
2,2,0,0,0,10,0,4,2,30,2
4,4,1,0,1,3,0,4,2,80,4
7,4,2,0,0,29,0,4,2,97,1
11,2,0,0,5,8,0,4,2,105,1
10,1,1,0,5,28,0,2,2,79,1
10,1,2,0,0,29,0,4,2,34,1
1,2,1,0,5,1,0,4,2,91,2
1,3,2,0,0,10,0,4,2,52,1
5,4,1,0,1,3,0,4,2,80,4
3,4,2,0,0,29,0,4,2,97,1
3,4,2,0,6,7,0,2,0,45,2
10,1,0,0,5,4,0,4,2,23,1
7,4,2,0,6,7,0,2,0,45,2
9,0,2,2,2,21,0,4,2,97,1
3,4,1,0,1,3,0,4,2,80,4
9,2,0,0,5,8,0,4,2,105,1
8,2,0,0,5,8,0,4,2,105,1
9,2,2,0,5,24,0,4,2,48,2
7,4,1,0,1,3,0,4,2,80,4
4,4,2,0,6,7,0,2,0,45,2
8,2,2,0,5,24,0,4,2,48,2
9,2,1,0,5,1,0,4,2,91,2
12,0,2,2,2,21,0,4,2,97,1
11,2,0,0,0,10,0,4,2,30,2
10,1,0,0,0,31,0,4,2,97,1
9,2,0,0,0,10,0,4,2,30,2
1,4,2,0,5,28,0,2,2,72,1
4,3,2,0,5,8,0,4,2,105,2
2,3,2,0,5,8,0,4,2,105,2
2,1,0,0,5,28,0,2,2,72,1
1,4,2,0,4,26,0,4,2,97,1
7,2,0,0,5,28,0,2,2,79,1
2,1,1,0,4,26,0,4,2,97,1
4,3,0,0,5,4,0,4,2,43,2
0,1,0,0,5,28,0,2,2,72,1
9,3,0,0,5,4,0,4,2,36,1
5,2,0,0,0,10,0,4,0,74,1
4,1,0,0,5,28,0,2,2,72,1
7,2,0,0,0,10,0,4,0,74,1
0,2,0,0,5,28,0,2,2,79,1
5,2,2,0,0,29,0,4,2,61,2
1,4,0,2,2,25,0,4,2,69,1
8,3,2,0,5,8,0,4,2,105,2
2,1,2,0,4,26,0,4,2,61,2
9,3,2,0,5,8,0,4,2,105,2
9,3,0,0,5,4,0,4,2,43,2
6,2,0,0,5,28,0,2,2,79,1
4,3,0,0,5,4,0,4,2,36,1
4,1,1,0,4,26,0,4,2,97,1
1,4,0,0,5,4,1,3,2,56,2
1,4,1,0,4,26,0,4,2,69,1
6,2,0,0,0,10,0,4,0,74,1
0,2,0,0,4,26,0,4,2,69,1
3,2,0,0,4,26,0,4,2,69,1
0,1,2,0,4,26,0,4,2,61,2
5,2,0,0,5,28,0,2,2,79,1
2,3,0,0,5,4,0,4,2,43,2
7,2,2,0,0,29,0,4,2,61,2
11,3,0,0,5,4,0,4,2,36,1
11,3,2,0,5,8,0,4,2,105,2
0,2,0,0,0,10,0,4,0,74,1
11,1,1,0,4,26,0,4,2,97,1
10,2,0,0,0,10,0,4,0,74,1
8,1,2,0,4,26,0,4,2,61,2
6,1,0,0,5,28,0,2,2,72,1
4,1,2,0,5,4,0,4,2,62,1
0,1,1,0,4,26,0,4,2,97,1
3,3,0,0,5,4,0,4,2,43,2
6,1,2,0,4,26,0,4,2,61,2
11,2,0,0,5,28,0,2,2,79,1
8,3,0,0,5,4,0,4,2,43,2
0,3,2,0,5,8,0,4,2,105,2
9,4,0,0,5,4,1,3,2,56,2
11,3,0,0,5,4,0,4,2,43,2
6,1,1,0,4,26,0,4,2,97,1
0,2,1,0,5,6,1,4,2,33,1
6,4,0,0,5,4,1,3,2,56,2
10,4,2,0,4,26,0,4,2,97,1
11,1,2,0,4,26,0,4,2,61,2
8,1,0,0,5,28,0,2,2,72,1
4,1,2,0,4,26,0,4,2,61,2
3,2,2,0,0,29,0,4,2,61,2
3,2,0,0,5,28,0,2,2,79,1
10,2,0,0,5,28,0,2,2,79,1
3,3,0,0,5,4,0,4,2,36,1
9,4,2,0,4,26,0,4,2,97,1
7,3,0,0,5,4,0,4,2,36,1
6,2,2,0,0,29,0,4,2,61,2
7,3,2,0,5,8,0,4,2,105,2
10,4,2,0,5,28,0,2,2,72,1
6,4,2,0,4,26,0,4,2,97,1
8,1,1,0,4,26,0,4,2,97,1
9,4,1,0,0,10,0,4,2,39,2
9,2,0,0,5,28,0,2,2,79,1
10,3,2,0,5,8,0,4,2,105,2
8,4,1,0,0,10,0,4,2,39,2
3,2,0,0,0,10,0,4,0,74,1
0,4,2,0,5,28,0,2,2,72,1
3,4,2,0,4,26,0,4,2,97,1
3,3,2,0,5,8,0,4,2,105,2
6,4,1,0,0,10,0,4,2,39,2
5,3,2,0,5,8,0,4,2,105,2
11,1,0,0,5,28,0,2,2,72,1
8,3,0,0,5,4,0,4,2,36,1
4,4,2,0,5,28,0,2,2,72,1
10,1,2,0,5,4,0,4,2,62,1
0,4,2,0,4,26,0,4,2,97,1
8,4,0,0,5,4,1,3,2,56,2
3,4,2,0,5,28,0,2,2,72,1
7,3,0,0,5,4,0,4,2,43,2
5,1,1,0,4,26,0,4,2,97,1
5,3,0,0,5,4,0,4,2,43,2
7,1,0,0,5,28,0,2,2,72,1
10,3,0,0,5,4,0,4,2,43,2
10,3,0,0,5,4,0,4,2,36,1
6,4,2,0,5,28,0,2,2,72,1
10,1,1,0,4,26,0,4,2,97,1
2,3,0,0,5,4,0,4,2,36,1
10,1,2,0,4,26,0,4,2,61,2
11,2,0,0,4,26,0,4,2,69,1
2,2,2,0,0,29,0,4,2,61,2
10,2,2,0,0,29,0,4,2,61,2
1,2,2,0,0,29,0,4,2,61,2
2,1,2,0,5,4,0,4,2,62,1
4,4,2,0,4,26,0,4,2,97,1
11,0,2,0,6,23,0,4,2,50,3
0,2,2,0,0,29,0,4,2,61,2
6,3,2,0,5,8,0,4,2,105,2
11,4,1,0,0,10,0,4,2,39,2
2,2,0,0,4,26,0,4,2,69,1
7,1,2,0,4,26,0,4,2,61,2
1,4,1,0,0,10,0,4,2,39,2
2,4,0,2,2,25,0,4,2,69,1
10,4,0,0,5,4,1,3,2,56,2
2,4,2,0,4,26,0,4,2,97,1
5,1,2,0,4,26,0,4,2,61,2
9,2,2,0,0,29,0,4,2,61,2
7,4,2,0,5,28,0,2,2,72,1
1,3,2,0,5,8,0,4,2,105,2
10,1,0,0,5,28,0,2,2,72,1
11,2,0,0,4,26,0,4,2,69,1
5,4,2,0,4,26,0,4,2,97,1
1,1,0,0,5,28,0,2,2,72,1
2,2,0,0,5,28,0,2,2,79,1
0,0,2,0,6,23,0,4,2,50,3
5,3,0,0,5,4,0,4,2,36,1
1,2,0,0,4,26,0,4,2,69,1
10,4,1,0,0,10,0,4,2,39,2
1,2,0,0,5,28,0,2,2,79,1
8,2,0,0,5,28,0,2,2,79,1
3,4,1,0,0,10,0,4,2,39,2
0,4,1,0,4,26,0,4,2,69,1
6,3,0,0,5,4,0,4,2,43,2
11,4,0,0,5,4,1,3,2,56,2
4,2,0,0,5,28,0,2,2,79,1
1,2,0,0,4,26,0,4,2,69,1
3,1,0,0,5,28,0,2,2,72,1
11,4,2,0,5,28,0,2,2,72,1
1,2,0,0,0,10,0,4,0,74,1
8,2,2,0,0,29,0,4,2,61,2
8,2,0,0,0,10,0,4,0,74,1
5,1,0,0,5,28,0,2,2,72,1
1,3,0,0,5,4,0,4,2,43,2
11,2,2,0,0,29,0,4,2,61,2
0,4,0,0,5,4,1,3,2,56,2
2,2,1,0,5,6,1,4,2,33,1
3,1,1,0,4,26,0,4,2,97,1
2,2,0,0,0,10,0,4,0,74,1
3,1,2,0,4,26,0,4,2,61,2
11,4,2,0,4,26,0,4,2,97,1
7,1,1,0,4,26,0,4,2,97,1
4,2,0,0,0,10,0,4,0,74,1
7,4,1,0,0,10,0,4,2,39,2
6,3,0,0,5,4,0,4,2,36,1
0,4,1,0,0,10,0,4,2,39,2
8,4,2,0,4,26,0,4,2,97,1
4,2,2,0,0,29,0,4,2,61,2
8,4,2,0,5,28,0,2,2,72,1
1,2,1,0,5,6,1,4,2,33,1
4,4,1,0,0,10,0,4,2,39,2
2,4,0,0,5,4,1,3,2,56,2
4,4,0,0,5,4,1,3,2,56,2
2,4,1,0,4,26,0,4,2,69,1
1,1,2,0,5,4,0,4,2,62,1
7,4,0,0,5,4,1,3,2,56,2
3,4,1,0,4,26,0,4,2,69,1
11,2,0,0,4,26,0,4,2,69,1
3,1,2,0,5,4,0,4,2,62,1
3,4,0,0,5,4,1,3,2,56,2
7,4,2,0,4,26,0,4,2,97,1
2,4,1,0,0,10,0,4,2,39,2
1,1,2,0,4,26,0,4,2,61,2
1,1,1,0,4,26,0,4,2,97,1
5,4,0,0,5,4,1,3,2,56,2
5,4,1,0,0,10,0,4,2,39,2
1,3,0,0,5,4,0,4,2,36,1
0,1,2,0,2,13,0,0,0,41,2
0,1,0,0,6,18,0,4,0,8,3
0,1,1,0,0,20,0,4,0,21,2
0,1,2,2,6,12,0,4,2,19,1
6,0,1,2,6,12,0,4,2,24,1
6,0,0,2,5,8,0,4,2,31,1
4,1,2,2,6,12,0,4,2,19,1
5,2,0,2,6,12,0,4,2,15,1
2,4,0,0,6,7,0,2,0,35,3
2,4,2,2,6,23,0,4,2,23,1
4,3,0,2,6,23,0,4,2,21,1
4,3,0,2,6,23,0,4,2,23,1
8,2,2,2,6,12,0,4,2,24,1
8,2,2,2,6,12,0,0,2,25,1
8,2,1,2,6,12,0,4,2,24,1
1,0,2,0,5,15,0,4,2,14,1
1,0,2,2,6,12,0,4,2,21,1
1,0,2,2,6,12,0,4,2,24,1
1,0,0,2,6,12,0,4,2,24,1
1,0,1,2,6,12,0,4,2,24,1
3,1,0,0,6,18,0,4,0,8,3
7,1,2,0,2,13,0,0,0,41,2
7,1,0,0,6,18,0,4,0,8,3
7,1,1,0,0,20,0,4,0,21,2
7,1,2,2,6,12,0,4,2,19,1
7,1,2,2,6,12,0,4,2,19,1
4,2,2,0,2,25,0,4,2,4,3
5,3,2,0,5,15,0,4,2,14,1
5,3,2,2,6,12,0,4,2,24,1
5,3,2,2,6,12,0,0,2,25,1
5,3,1,2,6,12,0,0,2,25,1
5,3,0,2,6,23,0,4,2,21,1
5,3,0,2,6,23,0,4,2,23,1
5,3,0,0,2,25,0,4,2,11,3
11,1,2,0,2,13,0,0,0,41,2
11,1,0,0,6,18,0,4,0,8,3
11,1,1,0,0,20,0,4,0,21,2
7,2,2,2,6,12,0,4,2,24,1
7,2,2,2,6,12,0,0,2,25,1
3,2,2,2,6,12,0,4,2,24,1
3,2,2,2,6,12,0,0,2,25,1
3,2,1,2,6,12,0,4,2,24,1
0,3,0,0,2,25,0,4,2,11,3
3,2,1,2,6,12,0,4,2,22,1
3,2,0,2,6,12,0,4,2,15,1
2,1,0,0,6,18,0,4,0,8,3
2,1,1,0,0,20,0,4,0,21,2
2,1,2,2,6,12,0,4,2,19,1
2,1,2,2,6,12,0,4,2,19,1
2,3,0,2,6,23,0,4,2,23,1
2,3,0,0,2,25,0,4,2,11,3
4,3,0,0,2,25,0,4,2,11,3
10,1,2,0,2,13,0,0,0,41,2
10,1,0,0,6,18,0,4,0,8,3
8,0,2,0,5,15,0,4,2,14,1
8,0,2,2,6,12,0,4,2,21,1
8,0,2,2,6,12,0,4,2,24,1
8,0,0,2,6,12,0,4,2,24,1
8,0,1,2,6,12,0,4,2,24,1
8,0,0,2,5,8,0,4,2,31,1
2,2,1,2,6,12,0,4,2,24,1
2,2,1,2,6,12,0,4,2,22,1
2,2,0,2,6,12,0,4,2,15,1
2,2,2,0,2,25,0,4,2,4,3
3,3,2,0,5,15,0,4,2,14,1
3,3,2,2,6,12,0,4,2,24,1
7,3,2,0,5,15,0,4,2,14,1
5,4,2,0,2,16,0,4,2,12,2
5,4,0,0,6,7,0,2,0,35,3
5,4,2,2,6,23,0,4,2,23,1
7,3,0,2,6,23,0,4,2,21,1
0,4,0,0,6,7,0,2,0,35,3
7,3,0,0,2,25,0,4,2,11,3
10,2,2,2,6,12,0,0,2,25,1
10,2,1,2,6,12,0,4,2,24,1
10,2,1,2,6,12,0,4,2,24,1
10,2,1,2,6,12,0,4,2,22,1
10,2,0,2,6,12,0,4,2,15,1
10,2,2,0,2,25,0,4,2,4,3
12,0,2,2,6,12,0,4,2,24,1
12,0,0,2,6,12,0,4,2,24,1
12,0,1,2,6,12,0,4,2,24,1
12,0,0,2,5,8,0,4,2,31,1
2,3,2,0,5,15,0,4,2,14,1
2,3,2,2,6,12,0,4,2,24,1
2,3,2,2,6,12,0,0,2,25,1
2,3,1,2,6,12,0,0,2,25,1
2,3,0,2,6,23,0,4,2,21,1
9,3,0,2,6,23,0,4,2,23,1
8,3,0,0,2,25,0,4,2,11,3
9,2,2,2,6,12,0,4,2,24,1
9,2,2,2,6,12,0,0,2,25,1
9,2,1,2,6,12,0,4,2,24,1
9,2,1,2,6,12,0,4,2,24,1
9,2,1,2,6,12,0,4,2,22,1
9,2,0,2,6,12,0,4,2,15,1
10,3,2,0,5,15,0,4,2,14,1
10,3,2,2,6,12,0,4,2,24,1
5,1,2,0,2,13,0,0,0,41,2
5,1,0,0,6,18,0,4,0,8,3
5,1,1,0,0,20,0,4,0,21,2
7,4,2,0,2,16,0,4,2,12,2
7,4,0,0,6,7,0,2,0,35,3
7,4,2,2,6,23,0,4,2,23,1
2,0,0,2,6,12,0,4,2,24,1
2,0,1,2,6,12,0,4,2,24,1
2,0,0,2,5,8,0,4,2,31,1
1,1,2,2,6,12,0,4,2,19,1
1,1,2,2,6,12,0,4,2,19,1
12,2,1,2,6,12,0,4,2,22,1
1,3,2,0,5,15,0,4,2,14,1
1,3,2,2,6,12,0,4,2,24,1
1,3,2,2,6,12,0,0,2,25,1
1,3,1,2,6,12,0,0,2,25,1
1,3,0,2,6,23,0,4,2,21,1
10,0,2,0,5,15,0,4,2,14,1
4,1,2,0,2,13,0,0,0,41,2
0,2,2,0,2,25,0,4,2,4,3
4,1,1,0,0,20,0,4,0,21,2
4,1,2,2,6,12,0,4,2,19,1
6,3,0,2,6,23,0,4,2,21,1
6,3,0,2,6,23,0,4,2,23,1
5,2,2,0,2,25,0,4,2,4,3
9,3,0,2,6,23,0,4,2,21,1
4,3,1,2,6,12,0,0,2,25,1
4,4,2,2,6,23,0,4,2,23,1
5,0,1,2,6,12,0,4,2,24,1
1,2,1,2,6,12,0,4,2,24,1
1,2,1,2,6,12,0,4,2,22,1
1,2,0,2,6,12,0,4,2,15,1
10,1,1,0,0,20,0,4,0,21,2
8,2,1,2,6,12,0,4,2,24,1
8,2,1,2,6,12,0,4,2,22,1
9,0,2,0,5,15,0,4,2,14,1
3,1,2,0,2,13,0,0,0,41,2
12,1,1,0,0,20,0,4,0,21,2
3,1,1,0,0,20,0,4,0,21,2
3,1,2,2,6,12,0,4,2,19,1
3,1,2,2,6,12,0,4,2,19,1
4,2,1,2,6,12,0,4,2,22,1
4,2,0,2,6,12,0,4,2,15,1
2,0,2,0,5,15,0,4,2,14,1
2,0,2,2,6,12,0,4,2,21,1
1,1,2,0,2,13,0,0,0,41,2
1,1,0,0,6,18,0,4,0,8,3
1,1,1,0,0,20,0,4,0,21,2
11,0,0,2,5,8,0,4,2,31,1
3,3,0,2,6,23,0,4,2,23,1
7,3,0,2,6,23,0,4,2,23,1
10,2,2,2,6,12,0,4,2,24,1
1,4,2,0,2,16,0,4,2,12,2
1,4,0,0,6,7,0,2,0,35,3
1,4,2,2,6,23,0,4,2,23,1
7,2,1,2,6,12,0,4,2,24,1
7,2,1,2,6,12,0,4,2,24,1
7,2,1,2,6,12,0,4,2,22,1
7,2,0,2,6,12,0,4,2,15,1
7,2,2,0,2,25,0,4,2,4,3
9,4,0,0,6,7,0,2,0,35,3
9,4,2,2,6,23,0,4,2,23,1
4,3,2,0,5,15,0,4,2,14,1
4,3,2,2,6,12,0,4,2,24,1
4,3,2,2,6,12,0,0,2,25,1
4,4,0,0,6,7,0,2,0,35,3
8,3,0,2,6,23,0,4,2,23,1
1,2,1,2,6,12,0,4,2,24,1
3,0,1,2,6,12,0,4,2,24,1
5,1,2,2,6,12,0,4,2,19,1
10,1,2,2,6,12,0,4,2,19,1
10,1,2,2,6,12,0,4,2,19,1
11,2,2,2,6,12,0,0,2,25,1
2,2,2,2,6,12,0,4,2,24,1
2,2,2,2,6,12,0,0,2,25,1
2,2,1,2,6,12,0,4,2,24,1
11,2,0,2,6,12,0,4,2,15,1
11,2,2,0,2,25,0,4,2,4,3
10,3,2,2,6,12,0,0,2,25,1
10,3,1,2,6,12,0,0,2,25,1
4,2,1,2,6,12,0,4,2,24,1
6,1,0,0,6,18,0,4,0,8,3
2,0,2,2,6,12,0,4,2,24,1
3,4,0,0,6,7,0,2,0,35,3
3,4,2,2,6,23,0,4,2,23,1
3,3,0,2,6,23,0,4,2,21,1
7,3,2,2,6,12,0,4,2,24,1
7,3,2,2,6,12,0,0,2,25,1
4,0,0,2,5,8,0,4,2,31,1
12,2,1,2,6,12,0,4,2,24,1
12,2,2,0,2,25,0,4,2,4,3
1,2,2,2,6,12,0,4,2,24,1
5,0,0,2,6,12,0,4,2,24,1
6,1,2,0,2,13,0,0,0,41,2
6,1,1,0,0,20,0,4,0,21,2
6,1,2,2,6,12,0,4,2,19,1
6,1,2,2,6,12,0,4,2,19,1
7,0,2,2,6,12,0,4,2,21,1
7,0,2,2,6,12,0,4,2,24,1
7,0,0,2,6,12,0,4,2,24,1
7,0,1,2,6,12,0,4,2,24,1
4,4,2,0,2,16,0,4,2,12,2
9,3,1,2,6,12,0,0,2,25,1
10,4,2,0,2,16,0,4,2,12,2
10,4,0,0,6,7,0,2,0,35,3
3,0,0,2,6,12,0,4,2,24,1
9,0,0,2,6,12,0,4,2,24,1
9,0,1,2,6,12,0,4,2,24,1
5,1,2,2,6,12,0,4,2,19,1
3,3,2,2,6,12,0,0,2,25,1
3,3,1,2,6,12,0,0,2,25,1
12,4,2,2,6,23,0,4,2,23,1
8,2,0,2,6,12,0,4,2,15,1
8,2,2,0,2,25,0,4,2,4,3
4,2,2,2,6,12,0,4,2,24,1
12,2,0,2,6,12,0,4,2,15,1
5,0,2,2,6,12,0,4,2,21,1
10,4,2,2,6,23,0,4,2,23,1
8,1,2,0,2,13,0,0,0,41,2
1,3,0,2,6,23,0,4,2,23,1
1,3,0,0,2,25,0,4,2,11,3
6,3,2,2,6,12,0,4,2,24,1
6,3,2,2,6,12,0,0,2,25,1
11,0,1,2,6,12,0,4,2,24,1
4,0,2,2,6,12,0,4,2,21,1
4,0,2,2,6,12,0,4,2,24,1
7,3,1,2,6,12,0,0,2,25,1
4,0,1,2,6,12,0,4,2,24,1
8,3,0,2,6,23,0,4,2,21,1
12,2,1,2,6,12,0,4,2,24,1
1,2,2,2,6,12,0,0,2,25,1
11,3,0,0,2,25,0,4,2,11,3
11,1,2,2,6,12,0,4,2,19,1
6,4,2,2,6,23,0,4,2,23,1
10,3,0,2,6,23,0,4,2,21,1
3,4,2,0,2,16,0,4,2,12,2
6,3,1,2,6,12,0,0,2,25,1
5,2,1,2,6,12,0,4,2,24,1
5,2,1,2,6,12,0,4,2,22,1
9,3,2,2,6,12,0,0,2,25,1
10,0,0,2,5,8,0,4,2,31,1
11,2,1,2,6,12,0,4,2,22,1
4,2,2,2,6,12,0,0,2,25,1
4,2,1,2,6,12,0,4,2,24,1
8,4,2,2,6,23,0,4,2,23,1
11,3,0,2,6,23,0,4,2,23,1
12,0,2,0,5,15,0,4,2,14,1
12,3,2,0,5,15,0,4,2,14,1
11,0,0,2,6,12,0,4,2,24,1
12,2,2,2,6,12,0,4,2,24,1
11,2,2,2,6,12,0,4,2,24,1
11,2,1,2,6,12,0,4,2,24,1
11,2,1,2,6,12,0,4,2,24,1
12,2,2,2,6,12,0,0,2,25,1
12,1,2,0,2,13,0,0,0,41,2
3,0,2,2,6,12,0,4,2,21,1
5,0,2,2,6,12,0,4,2,24,1
9,0,2,2,6,12,0,4,2,24,1
10,0,1,2,6,12,0,4,2,24,1
6,4,2,0,2,16,0,4,2,12,2
6,0,2,0,5,15,0,4,2,14,1
3,2,1,2,6,12,0,4,2,24,1
8,3,2,0,5,15,0,4,2,14,1
8,3,2,2,6,12,0,4,2,24,1
4,0,0,2,6,12,0,4,2,24,1
8,3,1,2,6,12,0,0,2,25,1
6,2,1,2,6,12,0,4,2,22,1
5,0,2,0,5,15,0,4,2,14,1
3,0,2,2,6,12,0,4,2,24,1
8,4,2,0,2,16,0,4,2,12,2
12,3,0,2,6,23,0,4,2,23,1
8,4,0,0,6,7,0,2,0,35,3
10,3,0,2,6,23,0,4,2,23,1
4,0,2,0,5,15,0,4,2,14,1
11,0,2,2,6,12,0,4,2,24,1
6,2,2,2,6,12,0,0,2,25,1
8,3,2,2,6,12,0,0,2,25,1
6,2,1,2,6,12,0,4,2,24,1
11,4,0,0,6,7,0,2,0,35,3
11,4,2,2,6,23,0,4,2,23,1
3,0,2,0,5,15,0,4,2,14,1
11,3,0,2,6,23,0,4,2,21,1
9,3,2,0,5,15,0,4,2,14,1
11,3,2,2,6,12,0,4,2,24,1
10,0,2,2,6,12,0,4,2,24,1
12,0,2,2,6,12,0,4,2,21,1
6,0,2,2,6,12,0,4,2,24,1
6,2,2,2,6,12,0,4,2,24,1
11,0,2,2,6,12,0,4,2,21,1
6,2,1,2,6,12,0,4,2,24,1
11,4,2,0,2,16,0,4,2,12,2
12,3,1,2,6,12,0,0,2,25,1
12,3,0,2,6,23,0,4,2,21,1
3,2,2,0,2,25,0,4,2,4,3
9,3,2,2,6,12,0,4,2,24,1
9,4,2,0,2,16,0,4,2,12,2
10,0,2,2,6,12,0,4,2,21,1
6,0,0,2,6,12,0,4,2,24,1
11,1,2,2,6,12,0,4,2,19,1
6,0,2,2,6,12,0,4,2,21,1
10,3,0,0,2,25,0,4,2,11,3
7,0,2,0,5,15,0,4,2,14,1
5,2,1,2,6,12,0,4,2,24,1
11,3,2,0,5,15,0,4,2,14,1
4,1,0,0,6,18,0,4,0,8,3
8,1,1,0,0,20,0,4,0,21,2
11,3,2,2,6,12,0,0,2,25,1
11,3,1,2,6,12,0,0,2,25,1
8,1,2,2,6,12,0,4,2,19,1
8,1,2,2,6,12,0,4,2,19,1
11,0,2,0,5,15,0,4,2,14,1
10,0,0,2,6,12,0,4,2,24,1
6,3,2,0,5,15,0,4,2,14,1
5,2,2,2,6,12,0,4,2,24,1
8,1,0,0,6,18,0,4,0,8,3
5,2,2,2,6,12,0,0,2,25,1
6,4,0,0,6,7,0,2,0,35,3
1,2,0,0,6,12,0,4,0,49,3
8,3,2,0,6,11,0,4,0,40,3
0,4,0,0,6,12,0,0,0,50,3
7,3,2,0,6,11,0,4,0,40,3
4,3,2,0,6,11,0,4,0,40,3
4,3,1,2,6,12,0,4,2,24,1
4,4,0,0,6,12,0,0,0,50,3
2,3,2,0,6,11,0,4,0,40,3
5,0,0,0,6,11,0,4,0,44,3
12,4,1,0,6,11,0,0,0,50,3
1,2,3,0,6,7,0,2,0,40,2
5,3,2,0,6,11,0,4,0,40,3
5,3,1,2,6,12,0,4,2,24,1
4,3,0,0,6,11,0,0,0,46,3
4,2,0,0,6,12,0,4,0,49,3
2,3,1,2,6,12,0,4,2,24,1
1,2,2,0,6,11,0,0,0,45,3
2,0,0,0,6,11,0,4,0,44,3
11,0,2,0,6,11,0,4,0,42,3
3,4,0,0,6,12,0,0,0,50,3
5,3,3,0,6,11,0,4,0,41,3
1,1,1,0,5,24,0,4,2,22,2
7,3,3,0,6,11,0,4,0,41,3
4,3,3,0,6,11,0,4,0,41,3
2,2,0,0,6,12,0,4,0,49,3
5,0,2,0,6,11,0,4,0,42,3
2,3,3,0,6,11,0,4,0,41,3
2,3,0,0,6,11,0,0,0,46,3
1,2,1,2,6,23,0,4,2,20,1
7,4,0,0,6,12,0,0,0,50,3
5,3,0,0,6,11,0,0,0,46,3
8,0,2,0,6,11,0,4,0,42,3
11,2,2,0,6,11,0,0,0,45,3
2,1,1,0,5,24,0,4,2,22,2
2,2,2,0,6,11,0,0,0,45,3
8,3,0,0,6,11,0,0,0,46,3
10,4,1,0,6,11,0,0,0,50,3
10,4,0,0,6,12,0,0,0,50,3
4,2,3,0,6,7,0,2,0,40,2
8,3,1,2,6,12,0,4,2,24,1
3,4,1,0,6,11,0,0,0,50,3
3,0,2,0,6,11,0,4,0,42,3
