week,day,time_of_day,class_type,faculty,school,joint,status,degree,enrollment,class_duration
3,3,2,0,2,2,0,4,2,159,2
3,2,0,0,6,18,0,4,0,160,2
6,1,0,0,5,24,0,4,0,45,2
7,4,3,0,2,25,0,4,0,193,3
0,4,1,0,6,18,1,4,1,157,2
3,4,2,0,2,25,0,4,2,212,1
5,3,2,0,2,2,0,4,2,159,2
1,1,0,0,6,32,0,4,2,145,1
1,1,2,0,5,28,0,2,2,137,1
1,4,2,0,2,25,0,4,2,212,1
0,1,1,0,6,12,0,4,0,79,3
6,0,2,0,3,14,1,1,1,181,3
7,2,0,0,6,18,0,4,0,160,2
3,3,1,0,2,2,1,1,0,163,1
4,1,0,0,2,13,0,4,2,125,3
10,0,2,0,2,25,0,4,2,226,1
9,4,0,0,2,21,0,4,2,211,1
1,1,1,0,6,12,0,4,0,79,3
0,3,1,0,2,2,1,1,0,163,3
0,3,2,0,2,2,0,4,2,159,2
1,4,3,0,2,25,0,4,0,193,3
6,4,0,0,2,21,0,4,2,211,1
1,3,0,0,2,21,1,3,2,185,2
8,1,0,0,5,24,0,4,0,45,2
2,0,2,0,2,25,0,4,2,226,1
4,0,2,0,0,31,0,4,2,32,1
10,3,2,0,0,31,0,4,2,120,1
1,1,0,0,2,13,0,4,2,125,3
11,0,2,0,2,25,0,4,2,226,1
5,4,3,0,2,25,0,4,0,193,3
1,4,2,0,3,5,1,4,2,90,1
0,4,0,0,2,25,1,1,2,197,2
6,4,1,0,6,18,1,4,1,157,2
0,0,2,0,2,25,0,4,2,226,1
6,4,3,0,2,25,0,4,0,193,3
6,4,2,0,4,26,0,4,2,102,2
9,4,1,0,6,18,1,4,1,157,2
6,1,1,0,6,12,0,4,0,79,3
7,0,2,0,3,14,1,1,1,181,3
10,0,0,0,6,7,0,4,2,167,2
3,4,0,0,2,25,1,1,2,197,2
0,4,2,0,3,5,1,4,2,90,1
7,4,0,0,2,25,1,1,2,197,2
0,4,2,0,4,26,0,4,2,102,2
10,2,1,0,6,11,0,4,2,194,2
10,2,0,0,5,24,0,4,2,105,2
0,2,2,0,6,23,0,4,2,149,3
11,1,0,0,5,24,0,4,0,45,2
0,2,0,0,5,24,0,4,2,105,2
11,1,2,0,2,25,0,4,2,212,1
6,4,2,0,2,25,0,4,2,212,1
7,1,0,0,5,28,0,4,2,81,1
5,4,2,0,3,5,1,4,2,90,1
5,3,1,0,2,2,1,1,0,163,1
0,4,2,0,2,25,0,4,2,212,1
0,1,0,0,6,32,0,4,2,145,1
1,3,1,0,2,2,1,1,0,163,1
8,1,1,0,6,12,0,4,0,79,3
11,1,1,0,6,12,0,4,0,79,3
0,2,1,0,6,11,0,4,2,194,2
0,0,2,0,3,14,1,1,1,181,3
0,2,0,0,6,18,0,4,0,160,2
11,1,2,0,5,28,0,2,2,137,1
5,4,0,0,2,21,0,4,2,211,1
1,3,2,0,2,2,0,4,2,159,2
0,0,0,0,6,7,0,4,2,167,2
0,0,2,0,0,31,0,4,2,32,1
10,2,0,0,6,18,0,4,0,160,2
5,4,1,0,6,18,1,4,1,157,2
5,4,2,0,2,25,0,4,2,212,1
5,4,0,0,2,25,1,1,2,197,2
0,1,0,0,2,13,0,4,2,125,3
5,3,2,0,0,31,0,4,2,120,1
10,0,2,0,3,14,1,1,1,181,3
1,1,2,0,5,28,0,2,2,128,1
1,4,0,0,2,21,0,4,2,211,1
1,1,0,0,5,28,0,4,2,81,1
1,4,1,0,6,18,1,4,1,157,2
5,4,2,0,4,26,0,4,2,102,2
5,3,0,0,2,21,1,3,2,185,2
5,2,2,0,6,11,0,4,2,235,2
4,1,2,0,5,8,1,4,2,363,2
1,4,2,0,5,8,0,4,2,274,2
2,1,0,0,5,8,0,4,2,311,2
3,0,1,0,5,27,1,3,2,81,1
1,4,3,0,6,12,0,4,2,287,2
0,1,2,0,5,8,1,4,2,363,2
0,4,0,0,5,27,1,3,2,81,1
0,4,2,0,2,25,0,4,2,226,2
2,3,0,0,6,22,0,4,2,269,2
1,4,1,0,5,8,0,4,2,311,2
4,1,0,0,6,11,0,4,2,290,2
0,2,1,0,5,27,0,4,2,85,1
2,1,2,0,5,8,1,4,2,363,2
4,1,0,0,5,8,0,4,2,311,2
2,3,2,0,2,17,0,4,2,236,1
7,2,0,0,6,12,0,4,2,291,2
2,1,1,0,2,25,0,4,2,226,2
3,0,2,0,5,8,0,4,2,274,2
6,0,2,0,5,8,0,4,2,274,2
6,1,0,0,6,11,0,4,2,290,2
0,1,1,0,2,25,0,4,2,226,2
4,4,2,0,5,8,0,4,2,274,2
1,2,2,0,5,27,0,4,2,32,1
5,2,0,0,6,12,0,4,2,291,2
3,0,0,0,5,27,0,4,2,253,1
1,3,2,0,5,27,0,4,2,85,1
3,3,2,0,2,17,0,4,2,236,1
7,1,1,0,2,25,0,4,2,226,2
0,1,0,0,5,8,0,4,2,311,2
1,2,1,0,5,27,0,4,2,85,1
4,4,0,0,5,27,0,4,2,253,1
1,3,1,0,5,27,1,3,2,81,1
0,4,1,0,5,8,0,4,2,311,2
0,4,3,0,6,12,0,4,2,287,2
5,4,2,0,5,8,0,4,2,274,2
6,1,2,0,5,8,1,4,2,363,2
0,2,0,0,6,12,0,4,2,291,2
2,0,1,0,5,27,1,3,2,81,1
2,4,1,0,5,8,0,4,2,311,2
0,4,0,0,5,27,0,4,2,253,1
0,4,2,0,5,8,0,4,2,274,2
1,3,1,0,5,27,0,4,2,253,1
3,1,1,0,2,25,0,4,2,226,2
0,1,0,0,6,11,0,4,2,290,2
4,4,1,0,5,8,0,4,2,311,2
0,3,2,0,2,17,0,4,2,236,1
2,4,2,0,5,8,0,4,2,274,2
4,4,2,0,2,25,0,4,2,226,2
4,3,2,0,2,17,0,4,2,236,1
4,1,1,0,2,25,0,4,2,226,2
4,3,2,0,5,27,0,4,2,85,1
1,1,2,0,5,8,1,4,2,363,2
1,1,1,0,2,25,0,4,2,226,2
3,3,0,0,6,22,0,4,2,269,2
10,2,0,0,6,12,0,4,2,291,2
5,3,0,0,6,22,0,4,2,269,2
5,3,1,0,5,27,0,4,2,253,1
10,3,2,0,2,17,0,4,2,236,1
4,3,1,0,5,27,0,4,2,253,1
5,4,1,0,5,8,0,4,2,311,2
6,1,0,0,5,8,0,4,2,311,2
1,2,2,0,6,11,0,4,2,235,2
2,0,2,0,5,8,0,4,2,274,2
4,4,3,0,6,12,0,4,2,287,2
4,0,0,0,5,27,0,4,2,253,1
2,0,0,0,5,27,0,4,2,253,1
0,0,1,0,5,27,1,3,2,81,1
0,0,0,0,5,27,0,4,2,85,1
2,4,2,0,2,25,0,4,2,226,2
2,4,0,0,5,27,0,4,2,253,1
4,3,0,0,6,22,0,4,2,269,2
1,3,0,0,6,22,0,4,2,269,2
3,1,2,0,5,8,1,4,2,363,2
5,3,2,0,2,17,0,4,2,236,1
0,2,2,0,6,11,0,4,2,235,2
9,3,2,0,2,17,0,4,2,236,1
8,1,0,0,6,11,0,4,2,290,2
8,1,0,0,5,8,0,4,2,311,2
4,0,2,0,5,8,0,4,2,274,2
8,1,1,0,2,25,0,4,2,226,2
6,3,1,0,5,27,0,4,2,253,1
2,4,3,0,6,12,0,4,2,287,2
4,4,0,0,5,27,1,3,2,81,1
7,3,2,0,2,17,0,4,2,236,1
2,2,1,0,5,27,0,4,2,85,1
9,2,0,0,6,12,0,4,2,291,2
7,4,2,0,5,8,0,4,2,274,2
7,4,1,0,5,8,0,4,2,311,2
0,3,1,0,5,27,1,3,2,81,1
0,3,2,0,5,27,0,4,2,85,1
5,0,2,0,5,8,0,4,2,274,2
2,2,0,0,6,12,0,4,2,291,2
11,1,0,0,6,11,0,4,2,290,2
11,1,0,0,5,8,0,4,2,311,2
11,1,1,0,2,25,0,4,2,226,2
1,4,2,0,2,25,0,4,2,226,2
1,4,0,0,5,27,0,4,2,253,1
9,4,2,0,5,8,0,4,2,274,2
9,4,2,0,2,25,0,4,2,226,2
10,1,0,0,6,11,0,4,2,290,2
10,1,0,0,5,8,0,4,2,311,2
2,2,2,0,6,11,0,4,2,235,2
3,1,0,0,5,8,0,4,2,311,2
0,0,2,0,5,8,0,4,2,274,2
0,0,0,0,5,27,0,4,2,253,1
3,3,1,0,5,27,0,4,2,253,1
3,3,1,0,5,27,1,3,2,81,1
0,3,1,0,5,27,0,4,2,253,1
1,1,0,0,6,11,0,4,2,290,2
1,1,0,0,5,8,0,4,2,311,2
7,0,2,0,5,8,0,4,2,274,2
6,2,0,0,6,12,0,4,2,291,2
2,3,1,0,5,27,0,4,2,253,1
2,3,1,0,5,27,1,3,2,81,1
2,3,2,0,5,27,0,4,2,85,1
1,4,0,0,5,27,1,3,2,81,1
1,4,1,0,5,27,0,4,2,32,1
8,4,2,0,5,8,0,4,2,274,2
1,2,0,0,6,12,0,4,2,291,2
10,1,1,0,2,25,0,4,2,226,2
11,2,0,0,6,12,0,4,2,291,2
5,1,0,0,6,11,0,4,2,290,2
5,1,0,0,5,8,0,4,2,311,2
5,1,2,0,5,8,1,4,2,363,2
5,1,1,0,2,25,0,4,2,226,2
0,3,0,0,6,22,0,4,2,269,2
1,3,2,0,2,17,0,4,2,236,1
6,3,2,0,2,17,0,4,2,236,1
3,4,3,0,6,12,0,4,2,287,2
3,4,1,0,5,8,0,4,2,311,2
3,4,2,0,5,8,0,4,2,274,2
3,4,2,0,2,25,0,4,2,226,2
3,4,0,0,5,27,0,4,2,253,1
3,4,0,0,5,27,1,3,2,81,1
1,0,2,0,5,8,0,4,2,274,2
1,0,0,0,5,27,0,4,2,253,1
1,0,1,0,5,27,1,3,2,81,1
1,0,0,0,5,27,0,4,2,85,1
8,4,1,0,5,8,0,4,2,311,2
9,0,2,0,5,8,0,4,2,274,2
8,2,2,0,6,11,0,4,2,235,2
8,2,0,0,6,12,0,4,2,291,2
2,4,0,0,5,27,1,3,2,81,1
2,4,1,0,5,27,0,4,2,32,1
3,1,0,0,6,11,0,4,2,290,2
4,2,2,0,6,11,0,4,2,235,2
4,2,0,0,6,12,0,4,2,291,2
7,1,0,0,6,11,0,4,2,290,2
7,1,0,0,5,8,0,4,2,311,2
7,1,2,0,5,8,1,4,2,363,2
10,4,2,0,2,25,0,4,2,226,2
5,0,0,0,5,27,0,4,2,253,1
6,4,1,0,5,8,0,4,2,311,2
6,4,2,0,5,8,0,4,2,274,2
8,3,2,0,2,17,0,4,2,236,1
2,1,0,0,6,11,0,4,2,290,2
3,2,2,0,6,11,0,4,2,235,2
3,2,0,0,6,12,0,4,2,291,2
