,year,semester,week,date,day,time_of_day,start_time,end_time,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class
1,2017,T2,9,9/21/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,95,class3,class1
2,2017,T2,3,8/9/2017,wed,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,136,class4,class2
3,2017,T2,9,9/21/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,93,class3,class1
4,2017,T2,3,8/8/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,181,class4,class2
5,2017,T2,3,8/8/2017,tue,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,459,2:00:00,182,class4,class2
6,2017,T2,10,10/5/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,87,class3,class1
7,2017,T2,10,10/6/2017,fri,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,57,class3,class1
8,2017,T2,9,9/19/2017,tue,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,459,2:00:00,103,class4,class2
9,2017,T2,3,8/8/2017,tue,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,2:00:00,59,class3,class1
10,2017,T2,5,8/23/2017,wed,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,89,class3,class1
11,2017,T2,4,8/17/2017,thu,evening,16:00:00,17:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,73,class3,class1
12,2017,T2,5,8/23/2017,wed,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,118,class4,class2
13,2017,T2,5,8/23/2017,wed,night,18:00:00,19:30:00,Mathews Theatre A,Lecture,UNSW Business School,School of Management,FALSE,Open,Postgraduate,62,1:30:00,54,class3,class1
14,2017,T2,3,8/9/2017,wed,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,381,2:00:00,79,class3,class1
15,2017,T2,3,8/10/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,163,class4,class2
16,2017,T2,3,8/10/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,176,class4,class2
17,2017,T2,12,10/18/2017,wed,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,381,2:00:00,58,class3,class1
18,2017,T2,12,10/18/2017,wed,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,48,class2,class1
19,2017,T2,5,8/23/2017,wed,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,381,2:00:00,180,class4,class2
20,2017,T2,5,8/23/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,109,class4,class2
21,2017,T2,5,8/22/2017,tue,afternoon,13:00:00,15:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,366,2:00:00,153,class4,class2
22,2017,T2,10,10/4/2017,wed,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,70,class3,class1
23,2017,T2,10,10/4/2017,wed,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,1:00:00,127,class4,class2
24,2017,T2,3,8/9/2017,wed,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,132,class4,class2
25,2017,T2,5,8/21/2017,mon,night,18:00:00,19:30:00,Mathews Theatre A,Lecture,UNSW Business School,School of Management,FALSE,Open,Postgraduate,42,1:30:00,42,class2,class1
26,2017,T2,5,8/21/2017,mon,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,95,class3,class1
27,2017,T2,5,8/22/2017,tue,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,459,2:00:00,166,class4,class2
28,2017,T2,5,8/22/2017,tue,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,2:00:00,168,class4,class2
29,2017,T2,13,10/23/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,145,class4,class2
30,2017,T2,10,10/4/2017,wed,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,2:00:00,105,class4,class2
31,2017,T2,3,8/9/2017,wed,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,1:00:00,158,class4,class2
32,2017,T2,3,8/9/2017,wed,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,2:00:00,180,class4,class2
33,2017,T2,7,9/4/2017,mon,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,2:00:00,177,class4,class2
34,2017,T2,10,10/6/2017,fri,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,89,class3,class1
35,2017,T2,9,9/21/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,95,class3,class1
36,2017,T2,12,10/16/2017,mon,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,67,class3,class1
37,2017,T2,11,10/9/2017,mon,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,2:00:00,97,class3,class1
38,2017,T2,4,8/14/2017,mon,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,183,class4,class2
39,2017,T2,5,8/23/2017,wed,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,157,class4,class2
40,2017,T2,2,8/3/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,134,class4,class2
41,2017,T2,2,8/3/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,197,class4,class2
42,2017,T2,4,8/17/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,65,class3,class1
43,2017,T2,9,9/19/2017,tue,afternoon,13:00:00,15:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,366,2:00:00,118,class4,class2
44,2017,T2,2,8/3/2017,thu,evening,16:00:00,17:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,82,class3,class1
45,2017,T2,6,9/1/2017,fri,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,61,class3,class1
46,2017,T2,8,9/14/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,71,class3,class1
47,2017,T2,8,9/14/2017,thu,evening,16:00:00,17:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,50,class2,class1
48,2017,T2,3,8/8/2017,tue,afternoon,13:00:00,15:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,366,2:00:00,169,class4,class2
49,2017,T2,6,8/31/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,72,class3,class1
50,2017,T2,3,8/10/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,202,class5,class2
51,2017,T2,3,8/9/2017,wed,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,115,class4,class2
52,2017,T2,2,8/3/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,228,class5,class2
53,2017,T2,10,10/5/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,62,class3,class1
54,2017,T2,4,8/17/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,142,class4,class2
55,2017,T2,11,10/9/2017,mon,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Postgraduate,320,1:00:00,99,class3,class1
56,2017,T2,4,8/18/2017,fri,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,107,class4,class2
57,2017,T2,2,8/3/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,183,class4,class2
58,2017,T2,11,10/9/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,143,class4,class2
59,2017,T2,12,10/19/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,97,class3,class1
60,2017,T2,12,10/17/2017,tue,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,459,2:00:00,104,class4,class2
61,2017,T2,10,10/5/2017,thu,evening,17:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,TRUE,On Hold,Undergraduate,304,1:00:00,56,class3,class1
62,2017,T2,10,10/5/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,101,class4,class2
63,2017,T2,12,10/17/2017,tue,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,2:00:00,63,class3,class1
64,2017,T2,5,8/23/2017,wed,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,1:00:00,135,class4,class2
65,2017,T2,3,8/9/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,145,class4,class2
66,2017,T2,2,8/3/2017,thu,evening,17:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,TRUE,On Hold,Undergraduate,304,1:00:00,104,class4,class2
67,2017,T2,9,9/21/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,71,class3,class1
68,2017,T2,6,9/1/2017,fri,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,291,2:00:00,84,class3,class1
69,2017,T2,2,8/3/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,108,class4,class2
70,2017,T2,4,8/17/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,112,class4,class2
71,2017,T2,7,9/4/2017,mon,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Postgraduate,320,1:00:00,158,class4,class2
72,2017,T2,7,9/4/2017,mon,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,TRUE,Open,Undergraduate,447,2:00:00,48,class2,class1
73,2017,T2,12,10/19/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,71,class3,class1
74,2017,T2,5,8/21/2017,mon,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,2:00:00,162,class4,class2
75,2017,T2,6,8/31/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,115,class4,class2
76,2017,T2,10,10/3/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,128,class4,class2
77,2017,T2,9,9/20/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,105,class4,class2
78,2017,T2,9,9/21/2017,thu,evening,17:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,TRUE,On Hold,Undergraduate,304,1:00:00,65,class3,class1
79,2017,T2,4,8/18/2017,fri,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,110,class4,class2
80,2017,T2,4,8/17/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,160,class4,class2
81,2017,T2,9,9/22/2017,fri,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,62,class3,class1
82,2017,T2,11,10/9/2017,mon,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,113,class4,class2
83,2017,T2,5,8/21/2017,mon,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,TRUE,Open,Undergraduate,447,2:00:00,77,class3,class1
84,2017,T2,2,8/2/2017,wed,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,86,class3,class1
85,2017,T2,9,9/22/2017,fri,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,291,2:00:00,78,class3,class1
86,2017,T2,7,9/6/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,101,class4,class2
87,2017,T2,10,10/6/2017,fri,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,291,2:00:00,87,class3,class1
88,2017,T2,12,10/18/2017,wed,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,457,1:00:00,77,class3,class1
89,2017,T2,12,10/18/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,73,class3,class1
90,2017,T2,6,9/1/2017,fri,afternoon,13:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,TRUE,Open,Undergraduate,455,2:00:00,168,class4,class2
91,2017,T2,9,9/20/2017,wed,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,95,class3,class1
92,2017,T2,5,8/21/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,189,class4,class2
93,2017,T2,1,7/24/2017,mon,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Postgraduate,320,1:00:00,116,class4,class2
94,2017,T2,5,8/21/2017,mon,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Postgraduate,320,1:00:00,178,class4,class2
95,2017,T2,6,9/1/2017,fri,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,66,class3,class1
96,2017,T2,2,8/2/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,159,class4,class2
97,2017,T2,9,9/22/2017,fri,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,66,class3,class1
98,2017,T2,5,8/24/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,106,class4,class2
99,2017,T2,2,8/3/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,177,class4,class2
100,2017,T2,7,9/7/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,66,class3,class1
101,2017,T2,10,10/5/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,105,class4,class2
102,2017,T2,4,8/17/2017,thu,evening,17:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,TRUE,On Hold,Undergraduate,304,1:00:00,97,class3,class1
103,2017,T2,1,7/27/2017,thu,evening,16:00:00,17:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,97,class3,class1
104,2017,T2,4,8/17/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,140,class4,class2
105,2017,T2,1,7/24/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,170,class4,class2
106,2017,T2,7,9/4/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,163,class4,class2
107,2017,T2,8,9/15/2017,fri,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,291,2:00:00,178,class4,class2
108,2017,T2,12,10/19/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,71,class3,class1
109,2017,T2,4,8/18/2017,fri,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,291,2:00:00,121,class4,class2
110,2017,T2,9,9/19/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,128,class4,class2
111,2017,T2,7,9/7/2017,thu,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,112,class4,class2
112,2017,T2,8,9/14/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,129,class4,class2
113,2017,T2,1,7/25/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,183,class4,class2
114,2017,T2,1,7/24/2017,mon,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,131,class4,class2
115,2017,T2,2,8/2/2017,wed,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,2:00:00,216,class5,class2
116,2017,T2,1,7/27/2017,thu,morning,10:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,271,1:00:00,82,class3,class1
117,2017,T2,6,8/31/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,165,class4,class2
118,2017,T2,7,9/7/2017,thu,afternoon,14:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Arts&Social Science,School of Social Sciences,FALSE,Open,Undergraduate,354,2:00:00,130,class4,class2
119,2017,T2,12,10/19/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,57,class3,class1
120,2017,T2,7,9/4/2017,mon,afternoon,14:00:00,15:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,141,class4,class2
121,2017,T2,12,10/17/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,120,class4,class2
122,2017,T2,9,9/20/2017,wed,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,447,1:00:00,73,class3,class1
123,2017,T2,10,10/4/2017,wed,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,Open,Undergraduate,403,1:00:00,73,class3,class1
124,2017,T2,9,9/19/2017,tue,morning,9:00:00,11:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,2:00:00,73,class3,class1
125,2017,T2,10,10/4/2017,wed,evening,15:00:00,16:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Psychology,FALSE,On Hold,Undergraduate,385,1:00:00,74,class3,class1
126,2017,T2,1,7/27/2017,thu,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,452,1:00:00,134,class4,class2
127,2017,T2,8,9/14/2017,thu,afternoon,13:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,110,class4,class2
128,2017,T2,4,8/14/2017,mon,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,TRUE,Open,Undergraduate,447,2:00:00,79,class3,class1
129,2017,T2,2,8/2/2017,wed,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,381,2:00:00,111,class4,class2
130,2017,T2,4,8/16/2017,wed,morning,10:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,2:00:00,165,class4,class2
131,2017,T2,6,8/31/2017,thu,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,409,1:00:00,214,class5,class2
132,2017,T2,10,10/4/2017,wed,afternoon,12:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,386,1:00:00,95,class3,class1
133,2017,T2,4,8/14/2017,mon,afternoon,12:00:00,14:00:00,Mathews Theatre A,Lecture,Faculty of Engineering,School of Computer Sci & Eng,FALSE,Open,Undergraduate,424,2:00:00,167,class4,class2
134,2017,T2,5,8/22/2017,tue,morning,11:00:00,13:00:00,Mathews Theatre A,Lecture,Faculty of Science,Sch Mathematics & Statistics,FALSE,Open,Undergraduate,381,2:00:00,168,class4,class2
135,2017,T2,3,8/11/2017,fri,morning,9:00:00,10:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,115,class4,class2
136,2017,T2,6,8/28/2017,mon,morning,11:00:00,12:00:00,Mathews Theatre A,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,419,1:00:00,120,class4,class2
137,2017,T2,9,9/20/2017,wed,evening,16:00:00,18:00:00,Mathews Theatre A,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,381,2:00:00,52,class3,class1
